artist_name,track_name,track_uri,acousticness,danceability,energy,valence,instrumentalness,key,mode,liveness,speechiness,time_signature,tempo,loudness,lyrics
Chiodos,rainclouds for eyeballs,0qd3YDUZGQAFRbEJC8Ol8U,4.17e-05,0.475,0.966,0.315,2.17e-06,0.0,1.0,0.101,0.0913,4.0,101.851,-5.53,safe sugarcoat donut lose flavor disguise slow sweet passion violence forget wretched torment noose hang beneath rib hung beneath rib heart brand fault hang rib hope fall heart brand fault hang rib hope fall sweet passion violence forget wat tear tie noose rib
Company of Thieves,tallulah,1wVoKHmLHKSV2qkOsRiw6h,0.0875,0.609,0.84,0.708,1.7e-05,2.0,0.0,0.0768,0.0344,4.0,97.039,-3.357,money tear money build funding ooh girl girl death tallulah eye ooh girl girl death yeah money tear money build funding ooh girl girl death tallulah eye ooh girl girl death yeah nothin learn sell send receive nothin learn sell send receive hey hey hey hey hey hey hey hey hey ooh girl girl death tallulah eye ooh girl girl death yeah knowyeah
Dead Prez,fucked up - explicit album version,1qZYXR5f56HnaTIfMpzr0Y,0.479,0.809,0.5429999999999999,0.598,0.000916,1.0,0.0,0.106,0.444,4.0,93.902,-7.532,feel drug feelin love throw toilet life gon alcoholic fallin tryin stay sober alcohol callin ghost toast liver kidney henny gout niggaz ride dirty breath stinkin drinkin bright earl smirnoff gin ball pass bathroom floor clothe remember knickie tall fit dickie camera corner store fun tryin holler somethin smellin gettin throw club buzz bout gun dawg nigga emae carry day heineken beck andre alize alcoholism dna pop fuck alcoholism dna pop fuck fuck night pass asse house drinkin stomach fli bar fuck vodka rum rum cognac body feel fightin combat coughin yellow shit breakin sweat shakin leaf pourin poison throwin time havin time liquor mind wan incomprehensible livin bottle niggas carin coz alcohol friend sad goddamn cognac nowadays train combat poison cognac nowadays train combat
A*Teens,this year,1WvUv8RNR1eH0hQazekqKG,0.0302,0.64,0.865,0.8370000000000001,0.000459,3.0,1.0,0.26,0.0264,4.0,117.008,-4.15,gon incredible gon planet gon fun paint masterpiece recognize feel fall love real chorus january learn fly february love gon march april carry reach pinnacle people energy gon chorus gon incredible gon planet gon fun gon fun watch january february watch
George Ezra,blame it on me,3JfIm2Wib8oVWkYMgkVWfa,0.47,0.539,0.7559999999999999,0.422,0.0,3.0,1.0,0.341,0.0274,4.0,103.872,-3.374,garden bless god head west truth ooh wait wait count reason excuse treasure throw wait wait wait wait dance sun beat blame lose control veil overuse blame wait wait catch tide blossom catch carnival confidence forget gypsy rule wait wait wait wait dance sun beat blame lose control veil overuse blame wait wait wait wait dance sun beat blame lose control veil overuse blame dance blame ooh lose control blame wait wait wait wait
The Early November,the car in 20,35axxjgAcu8ajEGBNTYN3u,0.00154,0.365,0.95,0.405,0.000119,1.0,1.0,0.965,0.125,4.0,185.115,-3.877,waste time apply cream itching burn crack skin challenge friend live fall pull pluck pray time mind set pay seat pull shallow friend live fall pull pluck
The Fully Down,life in motion,7BOwOXPgPB0VfU5PWKwy8d,0.0162,0.418,0.809,0.448,9.76e-05,2.0,0.0,0.545,0.051,4.0,84.821,-5.854,leave leave hide lose track day blind city light lay card table shame love sun eye live mile lose track week catch sleepless night california sun eye fine choose dream love choice choice mind tired fucking tired sun eye whoa
Delirious?,america,1lreEqh4FWrQ9Ib6u06JeS,0.0172,0.472,0.618,0.333,1.4300000000000005e-05,0.0,1.0,0.197,0.0253,4.0,83.95200000000001,-5.729,america england hand india hurt india shake beneath blacken sky hand time sing song time belong africa hear angel hour glass sand fall knee mother child disease river clean curse wealth
Ashaala Shanae,not ashamed,15joLzPkeDuh27RExLa3h8,0.0669,0.417,0.632,0.35200000000000004,0.0,9.0,1.0,0.0723,0.09,4.0,158.238,-6.9060000000000015,verse dime time break heart rich lost pay cost cross hook deny deny god afford rock stand decree chorus ashamed shout mountain jesus jesus ashamed matter jesus jesus hey hey hey hey ashamed hey hey hey hey proclaim hey hey hey hey ashamed hey hey hey hey verse hook chorus bridge wait day day hear worship rejoice angel lift voice proclaim chorus vamp ashamed gon
Eric Roberson,just imagine,1EGoPNS4R7phbasdIhHUq8,0.175,0.636,0.521,0.289,0.0,5.0,0.0,0.435,0.0915,4.0,101.911,-9.998,morning lover discover bout day day fall love watch people wan lead sink deeply sink time imagine imagine
Bag Raiders,not over,65W9vmJwxmqzqH3wEZaU1J,0.00152,0.575,0.937,0.8059999999999999,4.9e-05,9.0,0.0,0.209,0.0335,4.0,114.036,-3.425,cut picture paper safely tuck heart guard palace hide jewel hard yeah fight night idea time leave change minute change tomorrow closer future stare picture fade weak image push push play night
Amanda Somerville,moth,6eYaT9vIj2OYQ5oZukydBJ,0.456,0.6409999999999999,0.461,0.173,1.95e-06,7.0,1.0,0.11,0.0282,4.0,125.048,-6.9179999999999975,blame feel wily stand gain gap read ice mercy chorus hot race escape radiate fear burn pull gain moth flame suspicion reason doubt word break cell slip key watchful eye pretend smile feel stare mercury rise start send flare leave hang chorus grant relief kiss stave yearning grace lip reprieve demise misread seemingly tale sign promising rhyme chorus burn wing blame feel wily moth flame
Babes In Toyland ,right now,5dLKBgEDfbXhTlxD4BO9eq,0.000488,0.3670000000000001,0.815,0.659,0.5660000000000001,2.0,1.0,0.16899999999999998,0.0331,4.0,142.137,-12.467,pray soul servant service scare sleep creep scar surface head white heaven presence mother time sickness
Anggun,chrysalis,7epS2yZTTcmQFkn8TDy9vi,0.236,0.723,0.8740000000000001,0.8759999999999999,0.0,4.0,0.0,0.112,0.0767,4.0,92.952,-5.704,tiger lure feline touch trouble spider trap catch fine white dove love kiss wait patiently chrysalis remember strong tender remember beware break heart lie doubt satisfy treat queen bee woman wild horse butterfly sweet infantile viper cobra viciously unkind remember strong tender remember beware break heart lie doubt break heart lie doubt bridge remember remember beware break heart lie break heart lie doubt break heart lie break heart
Armor For Sleep,my town,2PGvE2TMNlNLPsPrhgoiuJ,2.92e-05,0.349,0.8420000000000001,0.515,0.0,7.0,0.0,0.0872,0.0416,4.0,171.84,-3.929,streetlight rib block forget smile pass park forget town scream faint stumble scare kid wear asleep street watch town attempt wake walk lend foot forget house shut light pass forget town scream faint stumble scare kid wear asleep street watch town attempt wake
Bettie Serveert,attagirl,5cYFpC3OqdZjPqfBQIevDE,0.161,0.7490000000000001,0.595,0.32,1.02e-05,0.0,0.0,0.342,0.0357,4.0,119.772,-6.362,stuck rut tight judge jury damn fate cradle grave snip snail puppy dog tail nip tuck avail plain devil stuck middle pay fiddle luck riddle pay attagirl sit tight drop phone story girl live goosebump babe cover track skid mark plain devil stuck middle pay fiddle luck riddle pay attagirl loud stuck middle pay fiddle luck riddle pay attagirl
Ghost Town,universe,48H4VRe6H5ndNfoWH7jfyv,0.0359,0.555,0.757,0.309,0.0,0.0,0.0,0.177,0.0359,4.0,125.007,-6.347,universe body stick reverse lung short breath track rest skuffe eye black lie follow sign bring life cuz control heart soul phone disconnect girl accept stick head lie bed tryin sleep forget tryin sleep block pain bear lift arrive bring sense dwindle mind fly regret lie control heart soul phone disconnect girl accept stick head lie bed tryin sleep forget tryin sleep block pain wan feel pain universe body stick reverse lung short breath track rest skuffe eye black control heart soul phone disconnect girl accept stick head lie bed tryin sleep forget tryin sleep block pain
Cadaveria,out body experience,125FAAECGbXz82kQ52om2J,2.46e-05,0.285,0.995,0.0577,0.000505,4.0,1.0,0.454,0.17800000000000002,4.0,95.978,-3.944,splitting median entity practice doubt truth silent shine eye speak air vibration whisper united enchantment sound remain invisible fly wing anti time unload wagon fle heart wall essence musk almond water conceal closed eyelid transparent life console sublime forbid sweetness memory rewind grow color emotional kaleidoscope crystal red glass drop casket shattered cut light reset filtrate space adore emptiness inconsistent entity baptize rain vivid presence recreate dust
Goldfinger,bro,2iHJSZ9un25HQEJ3FnIBkR,0.00918,0.387,0.8390000000000001,0.515,7.170000000000001e-05,9.0,1.0,0.451,0.168,4.0,98.514,-6.494,bro pretend bro pretend bro pretend bro friend fuckin smile fuck bro pretend bro pretend bro fake friend throw fuckin smile fuck fuck bro pretend bro pretend bro pretend bro pretend bro forsake doubt pay price set bro bro bro pretend bro pretend bro pretend bro pretend bro pretend bro pretend bro pretend bro pretend
Glass Animals,youth,1LPGwuFgIzbJoShfDdw7MY,0.129,0.648,0.718,0.785,0.00156,9.0,0.0,0.112,0.0298,4.0,96.017,-7.765,boy leave love life lose happy dizzy caffeine funny friend laugh bit dappy fly feel mother eye fly happy time boy life feel ghost memory warm boy happy dizzy caffeine funny friend laugh bit dappy fly feel mother eye fly happy time boy happy dizzy caffeine funny friend laugh bit dappy fly feel mother eye fly happy time boy happy dizzy caffeine funny friend laugh bit
Aaron Watson,off the record,1QUbfqwHG7Aw2b9YDg1cyz,0.231,0.561,0.379,0.4370000000000001,0.0,6.0,0.0,0.117,0.0385,4.0,161.09799999999996,-8.773,letter lawyer gon final sign dot guess freedom fresh start heart love lose life complication tear lawyer legal litigation chorus record easy heart record love wedding picture fireplace stand awhile star pretty lose love difference resolve push shove god child involve throw rose bouquet day throw record easy heart record love bridge pray lord hear record easy heart record love girl record love
Chalee Tennison,believe,5VsubMwd7PmRkIdbwudcaj,0.154,0.625,0.8390000000000001,0.71,1.43e-06,0.0,1.0,0.0475,0.041,4.0,127.106,-5.997000000000001,control curve ball hit glass crashin stand stare fork road lookin lonely path chorus fight uphill worth teardrop purpose eye storm kill baby regret leave unspoken heart dar listen chorus faith faith hope alive storm kill baby
Black Sheep,the choice is yours,2UFn1ak73ddYRgNhe7hNFD,0.0316,0.7979999999999999,0.546,0.189,0.8170000000000001,10.0,0.0,0.135,0.129,4.0,101.354,-12.841,black sheep black sheep sleep sphere listen dre sucker start rip middle time gon hear hey hoe styling creative black sheep native violate decepticate brother jungle cousin quest deaf retard uncle party rest guess mista lawnge dre black sheep slam hear phony lover choice black sheep black sheep flock weak watch swing swing attract ignore feel live tonight black play delaying actuality easy time capacity rock time honey play knock fool finish school sweat drool rock globe rock punch girl punch clock cat beat bat kinda phat engine engine york transit train track pick pick pick scene crispy clean intervene outcast settle win play rock win play pebble door slide swiftly niftily hip epitome doo dah dipitty dwell plainer hold cup container pass plater cross fader black sheep play sony innovator traitor party inflater scoop kinda phat
Aaron Neville,the shadow of your smile,7y8zUBGitpJxHBpVSFQoWq,0.73,0.6859999999999999,0.332,0.6559999999999999,0.0233,5.0,0.0,0.111,0.0467,4.0,133.43,-13.682,shadow smile color dream light dawn eye love lovely wistful star teardrop kiss lip remember spre joy love bring remember shadow smile
Given Free Rein,vein of light,6gf4L3ioWKXcSIuNRSDjk2,0.00973,0.455,0.758,0.11,0.125,4.0,0.0,0.76,0.0537,4.0,120.071,-10.25,blue music flow vein knife cut background perfect skin blood heart hand dirty music vein colour sky cloud bring rain forgive bluer music vein light start light night listen night song feel chest burn meaning soul set adrift goodbye music vein colour sky cloud bring rain forgive bluer music vein light
Fighting Instinct,crush,3zPGG2ySfwLk84vARaoEZo,0.0008529999999999999,0.37,0.831,0.185,0.0,6.0,1.0,0.106,0.037000000000000005,4.0,182.11900000000003,-3.974,fall eye lose heart rush crush draw lip soft subtle smile blow kiss rush crush feeling feel fall lose control feel arm glance rush crush crush crazy
Danielle Bradbery,talk about love,6DJJHbH76OGNDUFi5kIf7b,0.0378,0.493,0.748,0.426,0.000571,7.0,1.0,0.191,0.0358,4.0,163.885,-3.452,plan town headin east moon sink carolina beach snuck clock waitin couple block house hold hand drive fast hour tank gas dead chorus talk star talk heart beatin wave shoreline write sand kiss slow dance talk talk fun craziest kid catch rush talk love kick shoe boardwalk jump gate hope pray catch finally bare foot hangin pier tonight lip chorus chance rule break boy girl edge chorus
Four Nights Gone,broken wings,4VD3jpVjGbnNxwD6ZcKEO6,0.457,0.578,0.28800000000000003,0.0798,0.0,3.0,1.0,0.201,0.031,4.0,120.021,-10.126,weak strong dark storm screw bear lose pain rhyme hope peace mind alright push ground leave drown bring core worth fight cloudy sunny day sky grey dark reason hurt alright fucking practice feel rehearse
Busker Busker,cherry blossom ending,0a3Zd8Bjs8WvnrRfYQQVAL,0.7390000000000001,0.618,0.669,0.6629999999999999,0.0,9.0,1.0,0.138,0.0312,4.0,119.953,-5.303,yeah ëª yeah yeah ëª ëª µì ëª ëª µì êµ êµ êµ yeah
Galaxie 500,cheese and onions,4uulrVQywA2sfqGkyEQ1A9,0.135,0.171,0.823,0.384,0.622,7.0,1.0,0.348,0.0711,4.0,156.422,-8.199,mind cheese onion unkind cheese onion spell machine clean dinosaur device nice
Chromeo,opening up (+ ce soir on danse interlude),0lhpNlI5VgFQhr7yq2Ctmc,0.007940000000000001,0.583,0.8290000000000001,0.963,0.35,9.0,0.0,0.0579,0.0521,4.0,123.285,-3.404,yeah yeah yeah yeah baby girl lose cool start roll casanova girl break lonely day movie school fool heart boom boom boom time feel live string wire yeah yeah yeah yeah baby girl lose cool start roll diss autonomous time type touch type kiss monogamous guess myth win lover anonymous yeah yeah yeah yeah baby girl lose cool start roll
Four Year Strong,just drive,7xSy9HJYPKLe8ghE2oK9HX,7.41e-05,0.38,0.981,0.177,0.00527,2.0,1.0,0.206,0.35700000000000004,4.0,177.09,-3.144,live time bomb tick red green wire fade brown survive hit tomorrow live tonight drive time wait race light read tonight drive luck circumstance win chance hold tongue brain tomorrow live tonight drive time wait race light read tonight drive woah woah woah woah woah woah woah woah woah woah drive time wait race light read tonight drive
Crack Up,blood on the floor,4j8SKvbUDWQhAwGbDW76sa,0.000275,0.274,0.991,0.36,0.0132,9.0,1.0,0.0467,0.157,4.0,152.132,-3.238,blood floor enjoy relieve resist exist useless trip realize loneliness lead innocence real straight arrow resist exist useless trip realize lonliness blood floor enjoy relieve
Ann Lee,voices - original,7s8jB4346bP9SJZlFItsVb,0.0133,0.815,0.955,0.862,0.125,8.0,1.0,0.0752,0.048,4.0,127.891,-5.317,time time emptiness pass grow strong heart wrong understand voice speak love voice mind voice understand space deserve feel wild feel lonely child understand voice speak love ooh voice mind voice understand
The Gourds,dooley,4VeRQ8AEqwrY6Z5Y9GJ8j9,0.0201,0.605,0.764,0.944,1.06e-05,0.0,1.0,0.353,0.084,4.0,145.92700000000005,-7.671,dooley ol live dooley daughter gallon gal watch boiler watch spout momma cork bottle ol dooley fetch chorus dooley slip holler dooley dollar dooley swaller pay day revenuer slip wood dooley lose dooley trader town sugar bushel molasse tub chorus remember day ol dooley woman folk stand dooley mountain lie jug barrel stone chorus
The Black Keys,sinister kid,1XOPuXMpoo2gQ3LNRr4IJq,0.153,0.76,0.828,0.93,0.184,9.0,1.0,0.397,0.0763,4.0,139.63,-7.277,crook street gray yeah mother word mother pay yeah sinister kid kid meet maker drop dead sprint day bear straight maker arm boy broken halo devil win torture mind blade sharp bad combination dark kill degree baby flee sinister kid kid meet maker drop dead sprint day bear straight maker arm boy broken halo devil win sinister kid kid meet maker drop dead sprint day bear straight maker arm boy broken halo devil win
Eddy Arnold,save the last dance for me,3XrdwBpaQewJnYeTBi32ow,0.932,0.542,0.231,0.293,3.73e-06,9.0,1.0,0.17,0.0294,4.0,109.854,-16.046,dance dance dance dance guy eye hold tight smile smile hold hand beneath pale moonlight forget arm gon darlin save dance dance music fine sparkle wine fun laugh sing heart forget arm gon darlin save dance baby love feel touch love dance carry night time forget arm gon darlin save dance forget arm gon darlin save dance dance dance dance forget arm gon darlin save dance save dance save dance save dance
Crazy Town,hollywood babylon,6cUGe8Yc1oGGvV8mn9b744,0.000119,0.5329999999999999,0.963,0.28300000000000003,0.0,11.0,1.0,0.428,0.13699999999999998,4.0,169.97799999999995,-3.233,itch catch havoc mayhem plastic city land holy zsa zsa wood hot spot flock people sheep dreadlock jock reebok flee hard rock cafe bambatta flashy fashion imagine crash bash bitch bad fame recognition mission baby tribe crazy deep beat hot clinque foundation resonate speak chance catch listen wisdom epic hit choking wake giant scientist hit jump lunatic pogo stick wave fist catch fit scram hurry double rasing hollywood babylon party mystery shake allot hand allot friend rasing hollywood babylon live city light sunny day late night dope designer drug porn star bar fight drop bell rock shifty shellshock hour land lose money power cxt hold eye crazy rise rain brimstone kick dust grab mike firm hold shatter goal pot hole break foke bank roll pole position daddy roll rolling havoc ready set set morissette maverick habit sick leave stick live fuck raise hollywood babylon party mystery shake allot hand allot friend raise hollywood babylon scream wild speak tongue child sun power beat drum crazy town eye sit pyramid flip shotty illuminati dead bode trunk unravel source travel gauge wage debate wealth consequence linger finger perpetrator hey nature bread cross fader seventh house armageddon trudger ready death brimstone slugger raise hollywood babylon party mystery shake allot hand alot friend raise hollywood babylon
Better Than Ezra,burning the map - 25th anniversary re-mastered edition,4IClnaCSXKXhWYbqXtoF4b,0.0035700000000000007,0.597,0.792,0.6559999999999999,0.488,0.0,1.0,0.249,0.0418,4.0,136.392,-8.248,write kevin griffin transcribe brandon maddox lie hair blue hair hold life realize start lettin burnin map lightin light burn lie laughin hard realize start lettin waitin forget light light hide lie hold close feel shot feel light wheel realize start lettin
David Gates,california lady,341QuGjTVvJIlsF7ojL3W4,0.191,0.511,0.575,0.961,0.00974,4.0,1.0,0.0704,0.036000000000000004,4.0,153.143,-12.232,picture paint word paint word launch ship leave love life dry time tomorrow revolve spin slowly spend star simply fly
Christ Agony,dark beauty,3CQpKGBfwXYZW3FPMHquYE,0.762,0.568,0.348,0.0459,0.279,3.0,1.0,0.127,0.0345,4.0,133.796,-8.972000000000003,twa krew jest zbyt slodka gdy istniejesz bezkresie ciemnosci tak blada widza ciebie swych ulegla unies dlon ponad swym swiatlem unies dlon ponad noca niech ptaki wiecznosci uniosa dusze niech wiatr ukoi urojenia twojej milosci istnieja pragna tvoich ramionach cierpa krawia tvoich ustah tylko wspomnieniem bezimiennym milczacym plomieniem unie dlon ponad swym swiatlem unies dlon ponad noca niech ptaki wiecznosci uniosa dusze niech wiatr ukoi urojenia
Duncan Sheik,"shine inside - + hidden track ""chimera""",6kHq1XnET87xk0x6xDBOWm,0.418,0.238,0.584,0.0635,0.0397,2.0,1.0,0.102,0.0406,4.0,89.61,-7.761,aware stare hour sky beauty shine light feel spirit rise eye watch breathe sit tree peace hand wave crash sand leave shine light feel spirit rise shine scene change rearrange nature song river river water river sweet sweet wine time sign mind shine light feel spirit rise shine scene change rearrange nature song feel strong river river water river sweet sweet wine river river shine
Death Grips,whammy,3sUh6N9IDVJ4bE1T6JScd9,0.000378,0.69,0.654,0.6679999999999999,5.15e-06,7.0,1.0,0.25,0.18600000000000005,4.0,89.084,-6.143,rid nail coffin lid whatchu dollar whore whatchu wan rock drop slow turbo vertigo wah slip alpha bone game whammy comin grab plum gomez flair bitch check kodak yeah feel climbin stomach gettin queasy easy suck whammy rid nail coffin lid
Feli Nuna,i like am,7yPD5BK6eIpAAO5SYrvjbp,0.059,0.7759999999999999,0.536,0.595,0.000157,1.0,1.0,0.0419,0.0472,4.0,124.032,-9.378,intro psych feli nuna edzo lm leggo shoboor verse style wild feel freedom child happiness smile mild hey pace cos life race live exist rid hate love slow roll waist chuck base chorus rollin people feelin ur body control fizzi kill beat oo bridge roll control feel kill verse yow yow yow lighter burn dnt care trend biz cos sell hair lose queen wear crown block street town eye shut historical love air magical royalty capital feel fanatical eeehh fizzi play beat dey aime aime chorus roll roll rollin people feelin ur body control fizzi kill beat oo bridge roll feel control kill interlude feel bla zo bla zo zo bla zo bla zo bla zo bla zo zo bla zo gagne gagne chorus gagne gagne gagne gagne god daavi diva feli nuna queen
Ed Harcourt,the birds will sing for us,2SMQmA1i0qdjT1GOTWWEg5,0.468,0.478,0.7490000000000001,0.302,0.579,9.0,1.0,0.118,0.0392,4.0,112.652,-7.765,girl sad set eye liar love bring win hope hard cope sun break crack grey sky fade blue wash gloom alcohol company readjust dust drink tonight bar drink dawn pretend dead rest poor head neon light sun break crack grey sky fade blue wash gloom
Abdel Wright,my decision,5Ud9i0kd2PABWSwWW90Ipy,0.0248,0.6579999999999999,0.752,0.825,0.0,7.0,1.0,0.1,0.109,4.0,88.84899999999998,-7.122000000000001,girl plenty trust bad principle birth childhood dirty inna adulthood anytime girl investigate hard core girl bend switch fe girl skettel bitch pride deserve girl plan search prefer girl pearl decision girl plan search prefer girl pearl decision bareface fe jacket fit insist ultimately park touch turf exit meet girl lot bad habit common search pocket wake morning wallet hour taxi girl plan search prefer girl pearl decision girl plan search prefer girl pearl decision girl listen woulda walk mile shoe true smooth girl feel lucky dude girl incomprehensible left search incomprehensible love girl arm realize belong girl plan search prefer girl pearl decision girl plan search prefer girl pearl decision girl plan search prefer girl pearl decision girl plan search prefer girl pearl decision yeah
Aeternus,blodsverging,6h9KKWef8KO0rQ5Bi31ZX6,1.33e-06,0.141,0.982,0.0768,0.8809999999999999,4.0,1.0,0.0543,0.0735,3.0,162.71,-9.143,mektige norskc sjeler bemorket av norronsk trollskhet ut av taakcslor vandret morke krigerske sjeler stolthet styrket av blod majestetisk krigersk broderskap voldelige morke toner brutal atmosphere morke tanker skulle styrke enhet svarte sinn evig reise flammehav blodige kjettinger av stormfullt sverdet fatt oss kiempe sammen vare stolte forfedre oss hedre oss seire nordsonn knus ned norge skal blivaart som viskal seire slag
Atmosphere,you're gonna go,4EMV2QzRqrWu7ruQv0dFxS,0.0539,0.79,0.679,0.183,0.0,3.0,0.0,0.128,0.0599,4.0,83.012,-4.908,chorus love people love hear music ode fall love people love hear music ode fall huh night feel bad count step nice customer fuck life fight lip stiff money weekend shift freak eat leave eye selve insecure blame pride hold anger deep wan curse fuck asshole jerk dirt ball chorus attitude check quit meat sweet treat piece meat huh outrageous day clock tick tock waitress pay student loan light phone food broke afford roommate split rent feel independent hallow smile bring tomorrow pick pace bar close perfect flirtin sexual tension surfin search bent bend friend smile flirt girl huh huh huh
Claudia Jung,wer die sehnsucht kennt,67Qc1LmAERNk58rUwhPm2O,0.555,0.564,0.51,0.247,0.0,1.0,1.0,0.0612,0.0238,4.0,97.981,-6.8279999999999985,claudia jung wer sehnsucht kennt nacht umarmt tag vertan suchten fanden tief nah dran passiert auseinander geliebt schnell nah wer sehnsucht kennt versteht hilflos niergendwo suche neu gerne frei leere tief wer wer rufen manchmal hilft alleine niemandsland verliere irgendwas geschehn darf gehn zeit erneut sonne hinzudrehn wer sehnsucht kennt versteht hilflos niergendwo suche neu gerne frei leere tief wer wer suche neu gerne frei leere tief wer wer sehnsucht kennt versteht hilflos niergendwo
the bird and the bee,meteor,0kwhwvsZETUY6omuCkxog2,0.494,0.563,0.6509999999999999,0.5770000000000001,0.0114,6.0,0.0,0.105,0.0324,4.0,134.02,-9.988,heart foot sweep street beat hand hold hand girl night meteor door dance night shoot star travel dance arm tie play dance leave spare air night meteor door dance night shoot star travel dance
Betty Wright,clean up woman,0GAUsJGkR2O3uVDGDhohyS,0.4370000000000001,0.81,0.7390000000000001,0.877,9.13e-05,5.0,1.0,0.0717,0.0791,4.0,89.618,-7.27,clean woman woman love girl leave reason pick jumpin slick ruin doin makin easy clean woman love aww yeah makin easy clean woman baby love huh huh love shelf fool love havin fun easy clean woman love huh huh yeah easy clean woman steal baby love yeah clean woman wipe blue plenty lovin hour day clean woman sweep foot dump street hip clean woman tough clean
Capleton,tour,0rfs9GDi3zUljlHSzZDL1v,0.223,0.848,0.8959999999999999,0.758,0.0,1.0,0.0,0.229,0.32299999999999995,5.0,129.14700000000002,-3.871,yeah straighten yuh crooked bless walketh counsel ungodly selassie liveth time sing lef jamaica foreign pon tour preach teach people answer jah knock pon door yuh ignore yuh goin perish jamaica insecure rich rich poor poor hear pan head skull bore hear dirt skull bore hear john pope paul yah pon tour dung yah brandish boogerman plan guh march tour tour kingston tour port dead nah teach people pure clashing fighting unite alla girls girl bruck sore people love god slackness sickness culture cure ice block city yeah straighten yuh crooked bless walketh counsel ungodly selassie liveth time sing lef jamaica foreign pon tour preach teach people answer jah knock pon door yuh ignore yuh goin perish jamaica nuff wrong cyan di uhman di dressing di pollution dawn john competition money obeah grudge envy laborite labor wrong walk pon road lick innocent pickiney inna prom dis stand youth dis rastaban rasta di tradition respect selassie almighty slackness fault culture solution yeah straighten yuh crooked bless walketh counsel ungodly selassie liveth time sing lef jamaica foreign pon tour preach teach people answer jah knock pon door yuh ignore yuh goin perish hold wait minute jamaica naw alla fuss fight icepick ole rusty knife walk road innocent life labor wrong labor walk road innocent life selassie alla start fight emanuel nuff alla fight marcus garvey nuff fight woman alla shine fight slackness darkness culture light ice block city yeah straighten yuh crooked bless walketh counsel ungodly selassie liveth time sing lef jamaica foreign pon tour preach teach people answer jah knock pon door yuh ignore yuh goin perish people tour answer jah knock pon door hand clean heart pure selassie safe secure yuh yuh naw guh yuh yuh naw guh food yuh eat yuh naw guh eat yuh yuh naw leading gwan bruck soldier seashore dandis yeah straighten yuh crooked bless walketh counsel ungodly selassie liveth time sing lef jamaica foreign pon tour preach teach people answer jah knock pon door yuh ignore yuh goin perish hold wait minute jamaica insecure rich rich poor poor hear pan head skull bore hear dirt skull bore hear john pope paul yah pon tour dung yah brandish bugggerman plan guh march tour tour kingston tour port moore di woulda dead naw teach people clashing fightin nuh unite girl bruck sore people love god slackness sickness culture cure ice block city yeah straighten yuh crooked bless walketh counsel ungodly selassie liveth time sing lef jamaica foreign pon tour preach teach people answer jah knock pon door yuh ignore yuh goin perish jamaica nuff wrong di woman dress inna pollution competition unverified
Bowling For Soup,high school never ends,34TkwJR4N3e6jpAuDLBhlC,0.949,0.3720000000000001,0.238,0.55,0.95,9.0,1.0,0.0813,0.0382,4.0,119.988,-12.363,endure total dick stuck chick superficial immature graduate hey wait damned obsess dressed sex money honey kinda cute mess friend change trend school check popular kid guess jessica mary kate lose weight katie baby guess tom straight matter climb social ladder care hair drive matter reese witherspoon prom queen gates captain chess team jack black clown brad pitt quarterback money damned obsess dressed sex club drug throw digest friend listen shit school school damned obsess dressed sex money honey kinda cute mess friend pretty school school school
Daiquiri,my idea of fun,7s5bsJWLfxZPZSANSZNcIc,0.188,0.628,0.831,0.55,0.0,11.0,0.0,0.331,0.17,4.0,90.08,-4.59,tooth breakin afford nerve sting bad bustin piece spit sink anne murray song ice rink tooth sharp shark sit couch dark shark floss flipper short piranah breed abort question answer alaska trevor shand write word beat sing flat singin bullshit cheerleader care bout shark tooth snowbird spare spread tiny wing fly dental care talk underwater life ahppen toothpaste spit sink jaque cousteau gum healthy tooth crack toothpaste gon hold hand piss gon hand stream gon sweep tooth dentist mouth clean real nice compliment cent breakin glass calcium takin tooth breakin tooth fallin floor fukin spend stock polydent
Blue Murder,sex child,3AJo0xOOyvmnOW51tPkR5V,0.017,0.401,0.912,0.16399999999999998,0.0,4.0,0.0,0.307,0.114,4.0,112.074,-12.652,baby lovin drive insane crazy girl wan change wear lean leg silk cover bed gon gon drop yeah yeah sex child gon slip slide gon girl yeah yeah sex child yeah yeah sweet momma gon satisfied burn fever crave heart soul belong prisoner cage chevy chrome blow gon gon body limit tonight gon sweet love yeah yeah sex child yeah yeah gon slip slide gon girl yeah yeah sex child yeah yeah sweet momma gon satisfied love sex child beg plead sex child love flow sex child knee baby loving drive insane heart soul belong prisoner cage shakin gon shake hip lick lip gon gon drop yeah yeah sex child yeah yeah gon slip slide gon girl yeah yeah sex child yeah yeah sweet momma gon satisfied
Gentleman,to the top,5aWKXD0tkTu6DuFGJMdXuL,0.0179,0.792,0.764,0.769,0.0,9.0,0.0,0.268,0.298,4.0,119.809,-6.14,hold head hold hold journey unification motivation set destination precise estimation head price time organize elevate rise element surprise hold head hold hold journey hold minute sky limit hold firm win mimmick gimmick read watch design nuff lost nuff devil nuh bag talk meaning hold head hold hold journey hold faith underrate hesitate time communicate wait late stake reason debate reason debate hold head hold hold journey
