artist_name,track_name,track_uri,acousticness,danceability,energy,valence,instrumentalness,key,mode,liveness,speechiness,time_signature,tempo,loudness,lyrics
Emperor,into the infinity of thoughts - remastered,5BOQggvTqQLzvYRuaCUoUC,2.660000000000001e-05,0.0682,0.947,0.0639,0.909,11.0,0.0,0.121,0.07200000000000001,4.0,77.33800000000002,-5.783,darkness creep northern mountain norway silence reach wood awake rise night wander night dream century moon tree infinity darkness light day frozen nature chilly warmth sun hear whispering wind shadow gaze moonwhich grant vision moon night night light holy disciple fade weak weak gaze moon mind pure crystal lake eye cold dark winter night flame guide dark shadow infinity upcoming reality almighty emperor ride land pride carry blacksword hand warfare grind hatred love despair bring hope child happiness joy horde eclipse pollute sadness hate reign fear land grow black sunrise wasteland phantom lose moment moon eternal infinity haunt darkness
Copeland,careful now (acoustic version),3XI75Fjcn2v4yvIHDDSNI1,0.607,0.41,0.407,0.135,0.0,0.0,1.0,0.221,0.0322,4.0,121.933,-8.035,list urgency feel stay mystery feel careful hurt careful hurt hurt list urgency feel threw sense sense lose fault hide air careful hurt careful hurt hurt careful hurt careful hurt hurt careful hurt careful hurt hurt careful hurt careful hurt hurt
Before You Exit,clouds,0FiInivN1aBhzKM3UtHM3l,0.921,0.407,0.175,0.259,2.45e-06,6.0,1.0,0.0896,0.0347,3.0,79.763,-13.874,time cold cold night june dance jump flight dark blue trip paradise star moon true alright sky laugh smile day meet cloud cloud stand bright shine perfect avenue light leave bitterness light street alright sky laugh smile day meet cloud cloud night hear whisper memory hang picture sister night smile dial wait talk alright sky laugh smile day meet cloud cloud
Bret Michaels,riding against the wind,1fVYsqDqdpgc1X8FLiDekt,0.00216,0.603,0.895,0.606,0.0,6.0,1.0,0.109,0.0442,4.0,124.052,-5.172999999999999,verse snowy night head airport bar sit god girl remember panama city fall drunk pretty love night beach september friend remember chorus lookin change life roll ride wind verse life play night night movin town town daughter love life grow play troop iraq friend yeah dance devil saint word vain chorus lookin change life roll ride wind bridge smile sad wake fightin mad yeah remember late baby raise glass future photograph picture friend lose love chorus lookin change life roll ride wind alright yesterday live alright night life roll baby roll ride wind alright change
Coldiac,liquor,5ytt2TIhMktWbc3IhMxJPV,0.00986,0.5870000000000001,0.861,0.8270000000000001,1.07e-06,4.0,0.0,0.107,0.0275,4.0,100.005,-8.012,shot liquor forget taste lip feeling feeling moon friend crowd hear close win feeling feeling tonight night taste
Albert Collins,give me my blues,7k4RktUU6daIpLhVaftKT4,0.324,0.774,0.547,0.84,0.0446,8.0,1.0,0.0301,0.0558,4.0,105.319,-14.784,play music play music people dig understand play music play music play people dig understand play drum disco dance play blue trance play music people dig understand blue song play night blue song play night sound wrong country jazz punk rock kinda razz tazz play blue song people dig understand ooh yeah
Dreadful Shadows,true faith,5ihUZS5xU4EWvRWRseMmnY,0.0146,0.502,0.853,0.649,2.52e-06,5.0,1.0,0.16,0.0597,4.0,126.182,-6.925,originally perform feel extraordinary hold feeling motion sudden sense liberty care care tomorrow cost day delight shade morning sun morning sun drug bring childhood lose replace fear day life depend morning sun boy boy talk grow afraid price pay destiny guess day delight shade morning sun morning sun drug bring childhood lose replace fear day life depend morning sun feel extraordinary hold feeling motion sudden sense liberty chance time money fear leave stand demand day delight shade morning sun morning sun drug bring childhood lose replace fear day life depend morning sun
Descendents,suburban home,35PI5Hsq17h723EbyyDFsi,5.460000000000001e-05,0.388,0.7709999999999999,0.826,0.0,2.0,1.0,0.359,0.0385,3.0,99.258,-9.393,stereotype classify clone suburban suburban suburban suburban masochistic statistic clone suburban suburban suburban suburban hippie pad house mom dad
Carmen McRae,at long last love - live,7ynn55ri9yG59uMAkvad1B,0.818,0.687,0.443,0.72,0.0,5.0,1.0,0.6759999999999999,0.202,4.0,132.778,-10.35,earthquake simply shock turtle soup mock cocktail feeling joy feel real mccoy time simply lark granada asbury park fancy worth thinking love earthquake simply shock turtle soup mock cocktail feeling joy feel real mccoy time simply lark granada asbury park fancy worth thinking love
Eternal Tears Of Sorrow,heart of wilderness,6GSxff8zMq9YrqxnwrkvOw,9.09e-06,0.43,0.991,0.209,0.584,1.0,1.0,0.22,0.0743,4.0,95.988,-3.5660000000000003,night strong light weak time dark reach ancient omen golden beast seek lose piece time dream hide truth shadow fear lose incomprehensible star breathe dream messenger truth distant voice dark fall star dream true time heart wilderness wind light dark time build break wall lie ruin life leave time choose brand path myth life star breathe dream messenger truth distant voice dark fall star dream true time heart wilderness
Collective Soul,energy,4tehPrM6Bkt5zfeG9KBjBN,0.00169,0.605,0.785,0.384,0.006509999999999999,8.0,1.0,0.7490000000000001,0.0447,4.0,119.486,-5.8020000000000005,mother child short promise spin faster friend hear whisper leave government friend hope listen waste energy beauty beast character cover makeup friend whisper leave government friend hope listen suck energy friend whisper leave government friend hope listen waste energy friend whisper leave government friend hope listen suck energy friend whisper leave government friend hope listen waste energy energy energy energy energy waste energy energy energy energy energy waste energy
Bob Geldof,blowfish,6zITb0LpmYDF303ksceEUi,0.000275,0.4970000000000001,0.905,0.275,0.578,4.0,0.0,0.366,0.111,4.0,92.964,-7.217,blow hateful wind cold faithless skin love flow bitter throw buckle knee cold love speak speak bleak winter moon speak boneless ghost repeat madden priest waste ruin love blow incomprehensible wind blow hateful wind love love love
Descendents,talking,5MbtRgGNhwK2KdJFt39a8L,0.00393,0.394,0.985,0.489,0.0,6.0,0.0,0.369,0.098,4.0,96.184,-4.949,wan sit living tube hang people knock door phone satisfy brain dead responsibility head fun bed lazy love wan sit living tube hang people press flesh time life real hard hard care sit fun mad dinnertime seinfeld simpson life rerun time wan sit living tube hang wan wan wan
Every Avenue,where were you,69ZvDcMAYOEMDbqsJ1EB49,0.000153,0.542,0.872,0.59,0.0,0.0,1.0,0.3670000000000001,0.0308,4.0,132.02700000000002,-4.339,weekend time ready shot pick pass talk leave chance understand leave baby forget runaround build leave chance understand forget runaround lyric sweetslyric forget forget forget runaround forget forget leave chance understand understand leave chance understand leave chance understand weekend time
Bananarama,give in to me,5o32nHqekwzD8Zc5GUMgVC,0.000945,0.502,0.889,0.804,0.85,7.0,1.0,0.154,0.0378,4.0,149.966,-13.418,chorus love body talk mind secret share moment lock sleep kiss promise leave untrue chorus hear softly lie morning violet blue whisper softly moment lock sleep kiss promise leave untrue chorus moment lock sleep kiss promise leave untrue chorus
Grand Puba,proper education,6LSdVdwsK9RVsOHKRp0o9i,0.0453,0.762,0.435,0.636,0.0,8.0,0.0,0.136,0.294,4.0,82.02600000000002,-15.527,proper education rude bwoy fiyah rude bwoy proper education education proper education proper education education proper education folk black esteem school mental grave teach bout learn slave jesus white understand mystery god sky white start feel inferior grow thinkin superior black licorice taste bad black jellybean taste bad bad guy wear black bad luck black cat workin subconsciously subconsciously workin subconsciously workin subconsciously subconsciously workin subconsciously teach strong black nation proper education education proper education proper education proper education proper education lord easy star restitution japanese restitution jews slavery rape murder guess restitution coon tool slave land brave musa cave teach ock tricknowledge devil forget percent rule hope alive hope dope feel pain ancestor swingin rope pardon distill devil grill trust devil huh catch grab button lapel grab people teach black nation proper education education peace god earth people universe original peace brother tony physical land
Flipper,get away,5EIwzsXpnIwV9ciohEytOn,0.000143,0.247,0.966,0.0757,0.0158,2.0,1.0,0.135,0.111,4.0,141.569,-4.962,talk larry scene hairy sit dark town kinda scary pretty fall larry suzie coincidence healthy feel pretty queasy lucky life fuck suzie mitchell jail post bail bust string feel sick sick mitchell
Ashley Tisdale,be good to me,3I9hq5oPbhGYXGA6U0VlbB,0.141,0.655,0.857,0.7190000000000001,0.0,0.0,1.0,0.298,0.0994,4.0,97.994,-4.148,everyday bad hurt tryin wan wan hard makin plan break wrong strong wan wan love day hit wall hope dream love mami shine star hollywood knight shine armor prince saga catch bring drama roll club monopoly smile win lottery gon jazz ashley tisdale skin love love
Forever Jones,all the way,2E2o3qwX5rjj5MlmAkO6En,0.799,0.302,0.379,0.08800000000000001,0.0775,8.0,1.0,0.0961,0.0302,4.0,116.261,-6.944,win eye finish jesus wait wait win eye finish jesus wait wait lord lord cross cross cross lord lord god god god lord lord lord lord god leave carry time
Arid Zone Avenues,if i could show her my heart,29HlMOoKzJYElLxhNV5y9W,0.294,0.226,0.737,0.45,0.0,4.0,1.0,0.0684,0.0446,1.0,87.955,-5.712999999999999,mind blank talk sound knee shake walk conversation question feel shy gon guy heart heart beat faster faster
Eagle-Eye Cherry,long way around,38xTvlbxYbITSm9QM1dcvc,0.0324,0.574,0.945,0.901,1.36e-06,11.0,1.0,0.188,0.0376,4.0,92.105,-4.377,eagle eye pick base brother pray day shadow waist pain live life saint matter saint mistake dream fall break feel live sunshine shade pull life life time people lose live sunshine shade pull people people lose live sunshine shade pull people afraid pride betray stand stand live people lose live sunshine shade pull people people lose live sunshine shade pull people tomorrow promise people lose live sunshine shade pull people people lose live sunshine shade pull people
Einstürzende Neubauten,falschgeld,69jixXkLcL5791Gn5tFt9I,0.16399999999999998,0.306,0.16,0.0993,0.64,8.0,1.0,0.6970000000000001,0.0386,4.0,62.221,-18.938,sicher falschgeld besser gedruckt verbrannt liebe verbrannt liebe fuer ewigkeit liebe benutzt anzuzuenden sicher falschgeld verbrannt liebe blei blei blei sicher falschgeld verbrannt liebe leuchte blei blei blei blei blei verbrennt liebe liebe english translate fool gold fool gold print burn love burn love eternity love ignite fool gold burn love lead lead lead fool gold burn love shine lead lead lead lead lead burn love love
Fugazi,latest disgrace,5GNNwDWReJFLcUgAVoUCzt,0.0163,0.446,0.818,0.419,0.16399999999999998,9.0,1.0,0.337,0.0933,4.0,121.996,-10.332,message prescient forecasting limit temperature invite medicine hey doctor heal lose message precious extract forge tactic motion holster medicine hey doctor heal lose shoot shoot window
Don Diablo,what we started (feat. bullysongs),5UrPnFJOylrP6d909CJfKy,0.223,0.36,0.847,0.501,0.00019,11.0,1.0,0.147,0.109,4.0,89.915,-3.931,remember breakin rule change takin chance win forget start start hold start remember corner yeah chasin hide makin plan brake hand start start hold start win hold start
14 Bis,ilha do mel,5uaEToxlegAqIvg0TBaTci,0.785,0.433,0.513,0.264,0.00041500000000000017,2.0,1.0,0.158,0.0292,4.0,132.826,-9.544,flvio venturini murilo antune monte claros ilha mel onde hoje vou pela trilha sol minha bssola meu corao nas linhas destino cumprir cachoeiras pssaros bichos vida animao sob sol nosso reino encantado passa ser gente inventar amor crescer melhor conhecer melhor sonho ter lugar pra morar nem ligar viajar
Chevelle,same old trip,54USlb9PXNkJlehPcBDnUn,9.99e-06,0.536,0.916,0.314,0.44,7.0,1.0,0.0892,0.0392,4.0,113.982,-3.615,censor censor realize censor censor friend time win perfect plan nuclear century benefit trip innocent reach trip lawful vengeful awful friendship misfit bit feeling thieve fit reveal time censor censor realize censor censor friend trip innocent reach mind scope trip sigh relief dream lie censor censor realize censor censor pay censor censor realize censor censor friend trip innocent reach mind scope trip sigh relief dream lie trip trip
Anand Bhatt,un perreo hacemos (reggaeton),60Gkd8JjusWQLPf21lzysU,0.0967,0.633,0.893,0.579,4.6e-05,7.0,1.0,0.0885,0.0559,4.0,100.029,-6.13,morning rise surprise love smell smile dance count hand bend knee perreo hacemo time cuz tonight friend lover vamano bailamanos eye dance count hand bend knee perreo hacemo dance count hand bend knee perreo hacemo dance count hand bend knee perreo hacemo dance count hand bend knee perreo hacemo
DMX,slippin' again,0R9fbKu8seNCLDHjCPU5SY,0.0853,0.55,0.552,0.231,4.08e-05,4.0,1.0,0.196,0.0361,4.0,94.962,-7.381,slippin fallin slippin fallin slippin fallin foot tear shit slippin fallin slippin fallin slippin fallin foot tear shit mad phase maze happy day strong live kid constructive time bid sit bullshit drama mama fly shit split seed succeed strap mad greed heart bleed ready bag niggas catch buzz short fast institution prepare ass jail situation learn stand hand damn fault father leave kid doin bid scene fourteen scheme cream dream live hog fuck dog muthafucka offer nigga head fast slippin fallin slippin fallin slippin fallin foot tear shit slippin fallin slippin fallin slippin fallin foot tear shit shit bad action bold heart cold chip shoulder nigga touch clique scare nigga deep pit start shit kick catch vick throw brick gettin slick puff morning fly eat couple hate coke ready sign stress hair cut fuck dress possess dark live cruddy life shit nigga bloody knife wan record fucking slippin fall slippin fallin slippin fallin slippin fallin foot tear shit slippin fallin slippin fallin slippin fallin foot tear shit hit rock niggas talk shit damn rock window endo video sayin ass change shorty gettin drinkin type slick fake niggas jump dick love feel respect niggas real nigga strong nigga wrong nigga fucking song boo stick nigga bullshit slippin fallin slippin fallin slippin fallin foot tear shit slippin fallin slippin fallin slippin fallin foot tear shit
