id,title,song_count,slug
2339,"Die Aerzte",70,die-aerzte
2340,"Die Allianz",1,die-allianz
2341,"Die Alpenflamingos",1,die-alpenflamingos
2342,"Die Alpenrammler",1,die-alpenrammler
2343,"Die andauml;rzte",100,die-andauml-rzte
2344,"Die andauml;rzte and Alice",1,die-andauml-rzte-and-alice
2345,"Die andauml;tzte",1,die-andauml-tzte
2346,"Die Angefahrenen Schulkinder",1,die-angefahrenen-schulkinder
2347,"Die Apokalyptischen Reiten",22,die-apokalyptischen-reiten
2348,"Die Bambies",1,die-bambies
2349,"Die Band Ohne Namen",1,die-band-ohne-namen
2350,"Die Bayrischen 7",1,die-bayrischen-7
2351,"Die Besten",1,die-besten
2352,"Die Blaouml;den",1,die-blaouml-den
2353,"Die Blauen Engel",1,die-blauen-engel
2354,"Die Borussia-fans Aus Maouml;nchengladbach",1,die-borussia-fans-aus-maouml-nchengladbach
2355,"Die Buben",1,die-buben
2356,"Die Daouml;delhaie",2,die-daouml-delhaie
2357,"Die Deppatn",1,die-deppatn
2358,"Die Deutsche Fuaszlig;ball Nationalmannschaft 1974",1,die-deutsche-fuaszlig-ball-nationalmannschaft-19
2359,"Die Doofen",18,die-doofen
2360,"Die Doraus And Die Marinas",2,die-doraus-and-die-marinas
2361,"Die Einheimischen",1,die-einheimischen
2362,"Die Emsperlen",1,die-emsperlen
2363,"Die Fantastischen Vier",57,die-fantastischen-vier
2364,"Die Fantastischen Vier (fanta 4)",8,die-fantastischen-vier-fanta-4
2365,"Die Firma",4,die-firma
2366,"Die Flippers",54,die-flippers
2367,"Die Frankencasanovas",2,die-frankencasanovas
2368,"Die Frauuml;chtchen",2,die-frauuml-chtchen
2369,"Die Gaouml;tter",1,die-gaouml-tter
2370,"Die Gerd Show",1,die-gerd-show
2371,"Die Glaszwerge",1,die-glaszwerge
2372,"Die Goldene 4",2,die-goldene-4
2373,"Die Goldene 5",2,die-goldene-5
2374,"Die Heidesandauml;nger",1,die-heidesandauml-nger
2375,"Die Jaa&#180;s",1,die-jaa-180-s
2376,"Die Jacklinger Buam",1,die-jacklinger-buam
2377,"Die Jungen Klostertaler",1,die-jungen-klostertaler
2378,"Die Kaiserlich Baouml;hmischen",1,die-kaiserlich-baouml-hmischen
2379,"Die Kassierer",5,die-kassierer
2380,"Die Kellox",1,die-kellox
2381,"Die Konkurrenz",1,die-konkurrenz
2382,"Die Kreuzen",18,die-kreuzen
2383,"Die Krupps",63,die-krupps
2385,"Die Minstrels",1,die-minstrels
2386,"Die Multi 4",1,die-multi-4
2387,"Die Optimisten",3,die-optimisten
2388,"Die Original Deutschmacher",1,die-original-deutschmacher
2389,"Die Padauer",15,die-padauer
2390,"Die Piddlers",1,die-piddlers
2391,"Die Prinzen",37,die-prinzen
2392,"Die Ranchers",1,die-ranchers
2393,"Die Schlauuml;mpfe",1,die-schlauuml-mpfe
2394,"Die Schr&#246;ders",1,die-schr-246-ders
2395,"Die Schraouml;ders",3,die-schraouml-ders
2396,"Die Schroeders",1,die-schroeders
2397,"Die Schweigende Mehrheit",1,die-schweigende-mehrheit
2398,"Die Singenden Wanderer",1,die-singenden-wanderer
2399,"Die Spessarter",1,die-spessarter
2400,"Die Steintaler Mit Bettina",1,die-steintaler-mit-bettina
2401,"Die Sterne",15,die-sterne
2402,"Die Strandungs",1,die-strandungs
2403,"Die Tollen 4ia",1,die-tollen-4ia
2404,"Die Toten Hosen",42,die-toten-hosen
2405,"Die Verbannten Kinder Evas",13,die-verbannten-kinder-evas
2406,"Die Vision",8,die-vision
2407,"Die Wahren Bosse",1,die-wahren-bosse
2408,"Die Waouml;lfe - Hard Rock Aus aouml;sterreich",5,die-waouml-lfe-hard-rock-aus-aouml-sterreich
2409,"Die Wildecker Herzbuben",19,die-wildecker-herzbuben
2410,"Die Wilderer",1,die-wilderer
2411,"Die Zillertaler",1,die-zillertaler
2412,"Die Zusamm-rottung",2,die-zusamm-rottung
2413,Diesel,5,diesel
2414,"Diesel Boy",17,diesel-boy
2415,"Diesel Johnny",2,diesel-johnny
2416,"Dieter And Dino",1,dieter-and-dino
2417,"Dieter Annon",1,dieter-annon
2418,"Dieter Hallervorden",4,dieter-hallervorden
2419,"Dieter Hallervorden And Helga Fedderson",1,dieter-hallervorden-and-helga-fedderson
2420,"Dieter Krebs And Gundula",1,dieter-krebs-and-gundula
2421,"Dieter Thomas Kuhn",6,dieter-thomas-kuhn
2422,"Dieter Zurwehme",1,dieter-zurwehme
2423,"Diffie Joe",10,diffie-joe
2424,"Difranco Ani",92,difranco-ani
2425,"Dig It",1,dig-it
2426,"Diggs Joey",1,diggs-joey
2427,"Digital Sandwich",2,digital-sandwich
2428,"Dik Dik",1,dik-dik
2429,"Dilated Peoples",17,dilated-peoples
2430,Dilba,10,dilba
2431,"Dildo Warheads",3,dildo-warheads
2432,Dillinger,1,dillinger
2433,"Dillistone Ted",1,dillistone-ted
2434,"Dillon Fence",1,dillon-fence
2435,"Dime Store Prophets",7,dime-store-prophets
2436,"Dimitri And His Sexmachines",1,dimitri-and-his-sexmachines
2437,"Dimmu Borgir",42,dimmu-borgir
2438,"Dinerman Annie",2,dinerman-annie
2439,"Dingler Cookie",1,dingler-cookie
2440,Diniego,4,diniego
2441,"Dinner For One",1,dinner-for-one
2442,"Dinning Mark",1,dinning-mark
2443,"Dinosaur Jr",1,dinosaur-jr-2
2444,"Dinosaur Jr.",48,dinosaur-jr
2445,"Dinucci Dion",1,dinucci-dion
2446,Dio,71,dio
2447,Dion,7,dion
2448,"Dion And The Belmonts",1,dion-and-the-belmonts
2449,"Dion Celine",91,dion-celine
2450,"Dionne And Friends",1,dionne-and-friends
2451,"Dionne Warwick",2,dionne-warwick
2452,"Dire Straits",61,dire-straits
2453,"Dirk Busch",2,dirk-busch
2454,"Dirk Wiedemann",3,dirk-wiedemann
2455,"Dirk Wiedemann Feat. The aouml; La Palaouml;ma Boys",1,dirk-wiedemann-feat-the-aouml-la-palaouml-ma-boy
2456,"Dirty Dancing",1,dirty-dancing
2457,"Dirty Vegas",5,dirty-vegas
2458,"Disappear Fear",17,disappear-fear
2459,Dischange,15,dischange
2460,Dischord,1,dischord
2461,"Disco Tex And His Sex O Letters",1,disco-tex-and-his-sex-o-letters
2462,Disembowelment,9,disembowelment
2463,"Disharmonic Orchestra",35,disharmonic-orchestra
2464,Dishwalla,33,dishwalla
2465,Disincarnate,9,disincarnate
2466,"Dismal Euphony",28,dismal-euphony
2467,Dismember,44,dismember
2468,"Disney Cast",1,disney-cast
2469,"Disneyland Paris",1,disneyland-paris
2470,"Disposable Heroes Of Hiphoprisy",1,disposable-heroes-of-hiphoprisy
2471,Dissection,15,dissection
2472,Disturbed,24,disturbed
2473,Dive,16,dive
2474,"Divina Enema",10,divina-enema
2475,Divine,6,divine
2476,"Divine Comedy",62,divine-comedy
2477,Divinyls,10,divinyls
2478,"Dixie Chicks",37,dixie-chicks
2479,"Dixon Ward",5,dixon-ward
2480,"Dizzy Mans Band",2,dizzy-mans-band
2481,"Dj aouml;tzi",1,dj-aouml-tzi
2482,"Dj Ataguck",1,dj-ataguck
2483,"Dj Bobo",50,dj-bobo
2484,"Dj Fofo Kainz Feat. Dj Headnut Mark",1,dj-fofo-kainz-feat-dj-headnut-mark
2486,"Dj Matrix",1,dj-matrix
2487,"Dj Nico",1,dj-nico
2488,"Dj Ravebass",6,dj-ravebass
2489,"Dj Titi",1,dj-titi
2490,"Dj Tomekk, Afrob",1,dj-tomekk-afrob
2491,"Dj Trader",1,dj-trader
2492,"Dj Visage",1,dj-visage
2493,Djavan,28,djavan
2494,"Djedis Peons",7,djedis-peons
2495,"Dlr Band",1,dlr-band
2496,Dmx,39,dmx
2497,Dnh,14,dnh
2498,"Do or Die",13,do-or-die
2499,"Do Re Mi",1,do-re-mi
2500,"Doane Melanie",11,doane-melanie
2501,"Doc Gyn&#233;co",1,doc-gyn-233-co
2502,"Doedens Tanklock",11,doedens-tanklock
2503,"Doerksen Brian",2,doerksen-brian
2504,"Dog Eat Dog",21,dog-eat-dog
2505,"Dogs Damour",19,dogs-damour
2506,"Dogs Eye View",2,dogs-eye-view
2507,Dogwood,1,dogwood
2508,Doidivanas,13,doidivanas
2509,Dokken,5,dokken
2510,"Dokken Don",7,dokken-don
2511,"Dolby Thomas",1,dolby-thomas
2512,"Doll Hix And Olias",1,doll-hix-and-olias
2513,"Doll Schwenn And Gaze",1,doll-schwenn-and-gaze
2514,Dollar,1,dollar
2515,"Dolls United",1,dolls-united
2516,Dolly,10,dolly
2517,"Dolly Dots",1,dolly-dots
2518,"Dolly Parton",50,dolly-parton
2519,"Dolomiten Sextett",2,dolomiten-sextett
2520,"Dolores Ling",1,dolores-ling
2521,Domain,1,domain
2522,"Domingo Placido",2,domingo-placido
2523,"Dominik Marx",1,dominik-marx
2524,"Domino Fats",6,domino-fats
2525,Dominoe,2,dominoe
2526,"Don Fardon",1,don-fardon
2527,"Don Henley",50,don-henley
2528,"Don Huonot",30,don-huonot
2529,"Don Johnson",3,don-johnson
2530,"Don Mc Lean",1,don-mc-lean
2531,"Don Mclean",4,don-mclean
2532,"Don Williams",3,don-williams
2533,"Donato Y Estefano",1,donato-y-estefano
2534,"Donell Jones",1,donell-jones
2535,"Donna Allan",1,donna-allan
2536,"Donna Lewis",2,donna-lewis
2537,"Donna Summer",19,donna-summer
2538,Donnervouk,1,donnervouk
2539,"Donny And Marie Osmond",2,donny-and-marie-osmond
2540,"Donny Osmond",2,donny-osmond
2541,Donovan,104,donovan
2542,Donuts,3,donuts
2543,"Doobie Brothers",54,doobie-brothers
2544,Dope,8,dope
2545,Doppelkopf,13,doppelkopf
2546,"Dorau Andreas",13,dorau-andreas
2547,"Doris D. And The Pins",3,doris-d-and-the-pins
2548,"Doris Day",3,doris-day
2549,"Dorman Harold",1,dorman-harold
2550,Doro,63,doro
2551,"Doro And Warlock",12,doro-and-warlock
2552,"Doro Und Warlock",1,doro-und-warlock
2553,"Doro W.",1,doro-w
2554,"Dorsey Jimmy",2,dorsey-jimmy
2555,Dorthe,2,dorthe
2556,"Dorthe Kollo",3,dorthe-kollo
2557,"Dothe Kollo",1,dothe-kollo
2558,Double,1,double
2559,"Double Blue",2,double-blue
2560,"Double You",13,double-you
2561,"Doug Anthony All Stars",22,doug-anthony-all-stars
2562,"Douglas Jim",3,douglas-jim
2563,"Dove Ronnie",2,dove-ronnie
2564,"Dove Shack",1,dove-shack
2565,Dover,18,dover
2566,"Dovetail Joint",5,dovetail-joint
2567,"Dow Elen",1,dow-elen
2568,Down,1,down
2569,"Down Low",4,down-low
2570,"Down Low Feat. Lamazz",1,down-low-feat-lamazz
2571,Download,1,download
2572,"Dr Bombay",2,dr-bombay-2
2573,"Dr Dre",16,dr-dre-2
2574,"Dr. Alban",6,dr-alban
2575,"Dr. Bombay",2,dr-bombay
2576,"Dr. Dre",2,dr-dre
2578,"Dr. Dre And Ll Cool J",1,dr-dre-and-ll-cool-j
2580,"Dr. Feelgood",1,dr-feelgood
2581,"Dr. Hook",3,dr-hook
2582,"Dr. John",1,dr-john
2583,"Dr. Kurt Ostbahn",4,dr-kurt-ostbahn
2584,"Dr. Octagon",1,dr-octagon
2585,"Dr. Schiwago",1,dr-schiwago
2586,"Dr. Seuss",2,dr-seuss
2587,"Dr. Sin",11,dr-sin
2588,"Dr. Sohmer",1,dr-sohmer
2589,"Dr. Vet. Mauuml;ller Reh",1,dr-vet-mauuml-ller-reh
2590,"Draffi Cramer",1,draffi-cramer
2591,"Drafi Deutscher",17,drafi-deutscher
2592,Drama,1,drama
2593,Dramarama,1,dramarama
2594,Dramatis,8,dramatis
2595,Dream,17,dream
2596,"Dream Academy",1,dream-academy
2597,"Dream Death",2,dream-death
2598,"Dream Street",16,dream-street
2599,"Dream Theater",85,dream-theater
2600,"Dreaming Toy",4,dreaming-toy
2601,"Dreams Of Sanity",4,dreams-of-sanity
2602,"Drei Reigen",1,drei-reigen
2603,Dri,3,dri
2604,Drifters,1,drifters
2605,Drill,1,drill
2606,"Dritte Wahl",4,dritte-wahl
2607,"Drive Like Jehu",7,drive-like-jehu
2608,"Drivin N Cryin",4,drivin-n-cryin
2609,"Droge Pete",11,droge-pete
2610,Dromhus,1,dromhus
2611,"Drowning Pool",4,drowning-pool
2612,"Drs. P",1,drs-p
2613,"Dru Hill",32,dru-hill
2614,Drugstore,47,drugstore
2615,Drupi,2,drupi
2616,"Dschinghes Khan",1,dschinghes-khan
2617,"Dschinghis Kahn",1,dschinghis-kahn
2618,"Dschinghis Khan",17,dschinghis-khan
2619,"Dschingis Khan",12,dschingis-khan
2620,"Du Wichser",1,du-wichser
2621,"Dubaldo Marie Claire",10,dubaldo-marie-claire
2622,"Dube Lucky",1,dube-lucky
2623,Dubliners,2,dubliners
2624,Dubmatique,10,dubmatique
2625,Dubstar,29,dubstar
2626,"Dudas Zoltan",3,dudas-zoltan
2627,"Dufault Luce",5,dufault-luce
2628,"Duffy Stephen",9,duffy-stephen
2629,"Duguay Raoul",1,duguay-raoul
2630,"Duke Ellington",1,duke-ellington
2631,"Duke George",1,duke-george
2632,"Dulac Maurice",1,dulac-maurice
2633,"Dulce Pontes",1,dulce-pontes
2634,"Dumais Nancy",12,dumais-nancy
2635,"Duncan Sheik",4,duncan-sheik
2636,Dune,20,dune
2637,"Dungeon Family",8,dungeon-family
2638,"Dunia And The Stable Boys",1,dunia-and-the-stable-boys
2639,"Dunja Rajter",3,dunja-rajter
2640,"Dunn Holly",9,dunn-holly
2641,"Dunnery Francis",12,dunnery-francis
2642,"Duo Bella Vista",1,duo-bella-vista
2643,"Duo Bellavista",1,duo-bellavista
2644,"Duo California",1,duo-california
2645,"Duo Herzklang",1,duo-herzklang
2646,"Duo Treibsand",1,duo-treibsand
2647,Duochrome,4,duochrome
2648,"Dupri Jermaine",5,dupri-jermaine
2649,"Dur&#225;n Alejo",15,dur-225-n-alejo
2650,"Duran And Duran",1,duran-and-duran
2651,"Duran Duran",106,duran-duran
2652,"Durutti Column",22,durutti-column
2653,"Dusty Springfield",51,dusty-springfield
2654,Dutch,1,dutch
2655,"Dutronc Jacques",1,dutronc-jacques
2656,"Dweezel Zapper",1,dweezel-zapper
2657,"Dwight Twilley Band",1,dwight-twilley-band
2658,"Dyer Bennett Richard",1,dyer-bennett-richard
2659,"Dylan Bob",1,dylan-bob
2660,E,20,e
2661,"E 17",1,e-17
2662,"E O Tchan",1,e-o-tchan
2663,"E Rotic",2,e-rotic-2
2664,E.l.o.,1,e-l-o
2665,E.y.c,3,e-y-c
2666,E.y.c.,1,e-y-c-2
2667,Eager,10,eager
2668,"Eagle Eye Cherry",22,eagle-eye-cherry
2669,"Eagle-eye Cherry",3,eagle-eye-cherry-2
2670,Eagles,76,eagles
2671,Ear2000,1,ear2000
2672,"Earle Steve",4,earle-steve
2673,Earshot,11,earshot
2674,Earth,2,earth
2675,"Earth Wind & Fire",50,earth-wind-fire
2676,"Earth Wind And Fire",1,earth-wind-and-fire-2
2677,"Earth, Wind And Fire",2,earth-wind-and-fire
2678,"Eartha Kitt",2,eartha-kitt
2679,"East 17",16,east-17
2680,"East To West",2,east-to-west
2681,"Easton Sheena",14,easton-sheena
2682,Easybeats,1,easybeats
2683,"Eaton Chris",12,eaton-chris
2684,Eav,4,eav
2686,"Ebn Ozn",5,ebn-ozn
2687,E-box,1,e-box
2688,Ebtg,1,ebtg
2689,"Echo & The Bunnymen",2,echo-the-bunnymen
2690,"Echo And The Bunnymen",4,echo-and-the-bunnymen
2691,Echobelly,31,echobelly
2692,Echt,43,echt
2693,"Econoline Crush",24,econoline-crush
2694,"Eddie From Ohio",1,eddie-from-ohio
2695,"Eddie John",1,eddie-john
2696,"Eddie Money",1,eddie-money
2697,"Eddie Murphy",1,eddie-murphy
2698,"Eddie Rabbitt And Crystal Gayle",1,eddie-rabbitt-and-crystal-gayle
2699,"Eddie Vitouch",1,eddie-vitouch
2700,"Eddy Grant",10,eddy-grant
2701,"Eddy Huntington",2,eddy-huntington
2702,"Eddy Money",1,eddy-money
2703,Edelweiaszlig;,1,edelweiaszlig
2704,"Edelweiaszlig; Trio",2,edelweiaszlig-trio
2705,"Edens Poets",2,edens-poets
2706,"Edgar Winter Group",1,edgar-winter-group
2707,"Edge Graeme Band",4,edge-graeme-band
2708,"Edge Of Sanity",56,edge-of-sanity
2709,Edguy,19,edguy
2710,"Edina Pop",3,edina-pop
2711,"Edith Piaf",1,edith-piaf
2712,"Edmunds Dave",7,edmunds-dave
2713,"Ednas Goldfish",2,ednas-goldfish
2714,Ednaswap,8,ednaswap
2715,"Ednita Nazario",2,ednita-nazario
2716,Edouardo,9,edouardo
2717,Edsels,1,edsels
2718,"Edward Heyman",1,edward-heyman
2719,"Edwards Tristan",1,edwards-tristan
2720,"Edwin Collins",1,edwin-collins
2721,"Edwin Hawkins",1,edwin-hawkins
2722,"Edwin Mccain",34,edwin-mccain
2723,"Edwin Mccain Band",7,edwin-mccain-band
2724,"Edwin Starr",1,edwin-starr
2725,"Edyta Gorniak",2,edyta-gorniak
2726,Eels,53,eels
2728,"Efe Altingediz",1,efe-altingediz
2729,Effigy,10,effigy
2730,Eggstone,12,eggstone
2731,"Eggum Jan",11,eggum-jan
2732,Egotrippi,4,egotrippi
2733,"Eicher Stephan",1,eicher-stephan
2734,"Eidsvag Bjorn",12,eidsvag-bjorn
2735,"Eiffel 65",15,eiffel-65
2736,"Eigen Erika",1,eigen-erika
2737,"Eikhard Shirley",1,eikhard-shirley
2738,"Eimear Quinn",1,eimear-quinn
2739,Einherjer,6,einherjer
2740,"Eins Zwo",12,eins-zwo
2741,"Eins Zwo Feat. Das Bo 2000",1,eins-zwo-feat-das-bo-2000
2742,"Eins Zwo Feat. Ferris Mc",1,eins-zwo-feat-ferris-mc
2743,"Eins Zwo Fest. Nico Suave",1,eins-zwo-fest-nico-suave
2744,"Einstuerzende Neubauten",38,einstuerzende-neubauten
2745,Eisregen,20,eisregen
2746,Ekamatra,1,ekamatra
2747,Ekhymosis,2,ekhymosis
2748,Ekv,28,ekv
2749,"El General",1,el-general
2750,"El Gran Silencio",1,el-gran-silencio
2751,"El Ltimo De La Fila",13,el-ltimo-de-la-fila
2752,"El Pasador",1,el-pasador
2753,"El Peyote Asesino",16,el-peyote-asesino
2754,"Elaine Paige And Barbara Dickson",1,elaine-paige-and-barbara-dickson
2755,Elakelaiset,23,elakelaiset
2756,Elastica,30,elastica
2757,Elbereth,12,elbereth
2758,Eldkvarn,2,eldkvarn
2759,"Eldorados Sextett",1,eldorados-sextett
2760,"Eleanor Mcevoy",1,eleanor-mcevoy
2761,"Electribe 101",3,electribe-101
2762,"Electric Boogie Man",1,electric-boogie-man
2763,"Electric Light Orchester",10,electric-light-orchester
2764,"Electric Light Orchestra",106,electric-light-orchestra
2765,"Electrix Enemy",3,electrix-enemy
2766,Electronic,19,electronic
2767,Elefante,1,elefante
2768,"Elegant Machinery",20,elegant-machinery
2769,Elegy,19,elegy
2770,"Elektric Music",7,elektric-music
2771,"Element Of Crime",23,element-of-crime
2772,Elend,35,elend
2773,"Elfi Graf",2,elfi-graf
2774,"Elia Antonella",1,elia-antonella
2775,"Elio E Le Storie Tese",11,elio-e-le-storie-tese
2776,Elisa,9,elisa
2777,"Elisabeth (musical)",1,elisabeth-musical
2778,Elite,7,elite
2779,"Elite Trio",2,elite-trio
2780,"Elke Best",3,elke-best
2781,Ella,2,ella
2782,"Ella Baila Sola",2,ella-baila-sola
2783,"Ella Fitzgerald",51,ella-fitzgerald
2784,Ellen,2,ellen
2785,"Elliman Yvonne",1,elliman-yvonne
2786,"Ellington Duke",24,ellington-duke
2787,"Elliot Missy",1,elliot-missy
2788,"Elliot Sam",1,elliot-sam
2789,"Elliot Smith",32,elliot-smith
2790,"Elliott Missy Misdemeanor",6,elliott-missy-misdemeanor
2791,"Elliott Smith",50,elliott-smith
2792,Ellis,1,ellis
2793,"Elmo And Patsy",1,elmo-and-patsy
2794,Elo,2,elo
2795,Eloy,72,eloy
2796,"Els Pets",2,els-pets
2797,"Elton John",571,elton-john
2798,"Elvin Bishop",1,elvin-bishop
2799,Elvira,1,elvira
2800,Elvis,1,elvis
2801,"Elvis Costello",51,elvis-costello
2802,"Elvis Hitler",11,elvis-hitler
2803,"Elvis Presley",707,elvis-presley
2804,"Elysian Fields",18,elysian-fields
2805,Embrace,14,embrace
2806,Embracing,27,embracing
2807,Emerson,1,emerson
2808,"Emerson, Lake & Palmer",44,emerson-lake-palmer
2809,Emilia,11,emilia
2810,"Emily And Tom",1,emily-and-tom
2811,Eminem,35,eminem
2812,"Emma Bunton",18,emma-bunton
2813,"Emmylou Harris",3,emmylou-harris
2814,Emperor,29,emperor
2815,Empyrium,11,empyrium
2816,"En Vogue",50,en-vogue
2817,"En Vouge",1,en-vouge
2818,Enchantment,7,enchantment
2819,End,7,end
2820,"End Of Green",9,end-of-green
2821,"End Zone",12,end-zone
2822,Endanger,10,endanger
2823,Endpoint,1,endpoint
2824,Enemy,1,enemy
2825,Engelbert,8,engelbert
2826,"Engenheiros Do Hawaii",33,engenheiros-do-hawaii
2827,"England Dan And John Ford Coley",1,england-dan-and-john-ford-coley
2828,"English Beat",2,english-beat
2829,Enigma,53,enigma
2830,"Enigma 4",7,enigma-4
2831,Enlaved,7,enlaved
2832,"Enrico Fischer (aouml;rni)",1,enrico-fischer-aouml-rni
2833,"Enrique Iglesias",77,enrique-iglesias
2834,"Enriquez Jocelyn",6,enriquez-jocelyn
2835,"Ens Cogitans",14,ens-cogitans
2836,Enslaved,47,enslaved
2837,Enthroned,24,enthroned
2838,Entombed,57,entombed
2839,Entwined,8,entwined
2840,Enya,55,enya
2841,Epidemic,10,epidemic
2842,Eponine,1,eponine
2843,"Eppu Normaali",17,eppu-normaali
2844,Equals,1,equals
2845,Era,1,era
2846,Eraseheads,2,eraseheads
2847,Eraserheads,32,eraserheads
2848,Erasure,63,erasure
2849,Erfiubgeiurhguhriuhrefuiqerf,1,erfiubgeiurhguhriuhrefuiqerf
2850,"Eric B. & Rakim",1,eric-b-rakim
2851,"Eric Benet",41,eric-benet
2852,"Eric Benet Feat. Faith Evans",1,eric-benet-feat-faith-evans
2853,"Eric Burton",2,eric-burton
2854,"Eric Carmen",52,eric-carmen
2855,"Eric Clapton",292,eric-clapton
2856,"Eric Clapton And Tina Turner",1,eric-clapton-and-tina-turner
2857,"Eric Claptone",1,eric-claptone
2858,"Eric Idle",1,eric-idle
2859,"Eric Steward",1,eric-steward
2860,"Erik Silvester",7,erik-silvester
2861,"Erika Walldorf",1,erika-walldorf
2862,"Erkin Koray",1,erkin-koray
2863,"Ernie Bieler",5,ernie-bieler
2864,"Ernie Bieler And Rudi Hofstetter",3,ernie-bieler-and-rudi-hofstetter
2865,"Ernst Mosch",2,ernst-mosch
2866,"Ernst Neger",1,ernst-neger
2867,"Eros Ramazzotti",21,eros-ramazzotti
2868,"Eros Ramazzotti (feat. Tina Turner)",1,eros-ramazzotti-feat-tina-turner
2869,"Eros Ramazzotti And Tina Turner",1,eros-ramazzotti-and-tina-turner
2870,Erotic,1,erotic
2871,E-rotic,20,e-rotic
2872,"Erste Allgemeine Verunsicherung",33,erste-allgemeine-verunsicherung
2873,Eruption,3,eruption
2874,"Erwin Halletz",3,erwin-halletz
2875,"Erykah Badu",45,erykah-badu
2876,"Escape Club",9,escape-club
2877,"Espen Lind",3,espen-lind
2878,"Estefan Gloria",47,estefan-gloria
2879,"Esther Ofraim",1,esther-ofraim
2880,"Esther Ofraim And Abi",1,esther-ofraim-and-abi
2881,"Esther Phillips",1,esther-phillips
2882,Eternal,46,eternal
2883,"Eternal Afflict",3,eternal-afflict
2884,"Eternal Dirge",8,eternal-dirge
2885,"Eternal Tears Of Sorrow",18,eternal-tears-of-sorrow
2886,Eterne,12,eterne
2887,Eternel,1,eternel
2889,"Ethereal Winds",4,ethereal-winds
2890,"Etheridge Melissa",54,etheridge-melissa
2891,Etrzu,1,etrzu
2892,"Etta Cameron",3,etta-cameron
2893,"Etta James",1,etta-james
2894,E-type,20,e-type
2895,"Eugen Enders!!",1,eugen-enders
2896,Euphoria,1,euphoria
2897,"Europa Hymne",1,europa-hymne
2898,Europe,55,europe
2899,Eurythmics,61,eurythmics
2900,"Eurythmics And Aretha Franklin",1,eurythmics-and-aretha-franklin
2901,"Evan & Jaron",41,evan-jaron
2902,"Evan And Jaron",24,evan-and-jaron
2903,Evanescence,13,evanescence
2904,"Evans And Doherty",1,evans-and-doherty
2905,"Evans Faith",11,evans-faith
2906,Eve,6,eve
2907,"Eve 6",36,eve-6
2908,"Eve Boswell",2,eve-boswell
2909,"Eve Six",1,eve-six
2910,"Evelyn Kauuml;nnecke",3,evelyn-kauuml-nnecke
2911,"Evelyn Thomas",2,evelyn-thomas
2912,Evemaster,7,evemaster
2913,"Ever Dark",5,ever-dark
2914,"Ever Gonna Hear You L",1,ever-gonna-hear-you-l
2915,Everclear,88,everclear
2916,Everdark,3,everdark
2917,Evereve,21,evereve
2918,Everlast,39,everlast
2919,"Everly Brothers",12,everly-brothers
2920,Eversor,4,eversor
2921,"Every Mothers Son",1,every-mothers-son
