id,title,song_count,slug
1649,"Christina Aguilera",93,christina-aguilera
1650,"Christina Bach",9,christina-bach
1651,"Christina Milian",13,christina-milian
1652,"Christina Werner",1,christina-werner
1653,"Christine Mcvie",1,christine-mcvie
1654,"Christoph Prager",1,christoph-prager
1655,"Christoph Schirch",1,christoph-schirch
1656,Christophe,1,christophe
1657,"Christopher Cross",4,christopher-cross
1658,"Christopher John",1,christopher-john
1659,"Christy Lauren",12,christy-lauren
1660,Chrisye,10,chrisye
1661,"Chubby Checker",2,chubby-checker
1662,Chubs,6,chubs
1663,"Chuck Berry",20,chuck-berry
1664,"Chuck D",1,chuck-d
1665,"Chucky Jenkins And The Psychedelic Caterpillars",2,chucky-jenkins-and-the-psychedelic-caterpillars
1666,Chumbawamba,40,chumbawamba
1667,Church,88,church
1668,"Cidad&#227;o Quem",20,cidad-227-o-quem
1669,"Cidade Negra",11,cidade-negra
1670,Cinderella,49,cinderella
1671,"Cindy And Bert",14,cindy-and-bert
1672,"Cindy Berger",3,cindy-berger
1673,"Cindy Lauper",1,cindy-lauper
1674,"Cinematic And Heinz Rauuml;hmann",1,cinematic-and-heinz-rauuml-hmann
1675,"Circle Jerks",1,circle-jerks
1676,"Circle Of Dust",5,circle-of-dust
1677,Circus,1,circus
1678,"Cissy And Whitney Houston",1,cissy-and-whitney-houston
1679,Cita,1,cita
1680,"Citizen Fish",13,citizen-fish
1681,City,2,city
1682,"City High",15,city-high
1683,Cky,4,cky
1684,"Clan Italiano",33,clan-italiano
1685,"Clan Of Xymox",16,clan-of-xymox
1686,"Clancy Brothers",40,clancy-brothers
1687,"Clancy Sarah",4,clancy-sarah
1688,Clandestine,9,clandestine
1689,Clannad,18,clannad
1690,"Clanton Jimmy",1,clanton-jimmy
1691,"Claps Donald",1,claps-donald
1692,"Clapton Eric",6,clapton-eric
1693,"Clarence Williams",1,clarence-williams
1694,"Clark Anne",54,clark-anne
1695,"Clark Gene",2,clark-gene
1696,"Clark Petula",2,clark-petula
1697,"Clark Sonny",1,clark-sonny
1698,"Clark Terri",5,clark-terri
1699,"Clarke Gilby",3,clarke-gilby
1700,Clarks,19,clarks
1701,Clash,66,clash
1702,"Class Of 99",1,class-of-99
1703,Classics,1,classics
1704,"Classics Four",1,classics-four
1705,"Classix Nouveaux",3,classix-nouveaux
1706,"Claudia And Peggy",1,claudia-and-peggy
1707,"Claudia And Peggy And The Les Humphries Singers",1,claudia-and-peggy-and-the-les-humphries-singers
1708,"Claudia Commander",1,claudia-commander
1709,"Claudia Jung",12,claudia-jung
1710,"Claudia Jung And Richard Clayderman",1,claudia-jung-and-richard-clayderman
1711,"Claudia Mori",1,claudia-mori
1712,"Claudie Jung",1,claudie-jung
1713,"Claudinho E Buchecha",18,claudinho-e-buchecha
1714,"Claudio Baglioni",2,claudio-baglioni
1715,Clawfinger,18,clawfinger
1716,"Clay Kevin",12,clay-kevin
1717,"Clay Walker",1,clay-walker
1718,"Clayton Bob",4,clayton-bob
1719,"Clegg Johnny",17,clegg-johnny
1720,"Clement C. Moore",1,clement-c-moore
1721,Cleopatra,8,cleopatra
1722,"Clerc Julien",6,clerc-julien
1723,"Cliff Richard",61,cliff-richard
1724,"Climie Fisher",5,climie-fisher
1725,"Cline Patsy",5,cline-patsy
1726,"Clint Black",3,clint-black
1727,"Close 2 You",1,close-2-you
1728,"Close To You",3,close-to-you
1729,Clouseau,36,clouseau
1730,Clout,3,clout
1731,"Clowns Und Helden",3,clowns-und-helden
1732,"Club Nouveau",1,club-nouveau
1733,Clutch,30,clutch
1734,"Clwyd Clippers",1,clwyd-clippers
1735,Cmx,3,cmx
1736,"Coal Chamber",25,coal-chamber
1737,"Coast To Coast",1,coast-to-coast
1738,"Cobalt London Smaug",10,cobalt-london-smaug
1739,"Cocciante Richard",1,cocciante-richard
1740,Cochran,1,cochran
1741,"Cochran Anita",6,cochran-anita
1742,"Cochran Eddie",1,cochran-eddie
1743,"Cock Robin",12,cock-robin
1744,"Cocker Joe",27,cocker-joe
1745,"Cocteau Twins",2,cocteau-twins
1746,"Coda 3",13,coda-3
1747,"Code 194",3,code-194
1748,"Code Red",19,code-red
1750,"Cohen Leonard",115,cohen-leonard
1751,"Cohl M&#233;lanie",1,cohl-m-233-lanie
1752,"Cohn Marc",1,cohn-marc
1753,Coil,35,coil
1754,Coko,1,coko
1755,Cold,38,cold
1756,"Cold Chisel",19,cold-chisel
1757,Coldcut,8,coldcut
1758,Coldplay,45,coldplay
1759,"Cole Fredy",1,cole-fredy
1760,"Cole Jude",29,cole-jude
1761,"Cole Lloyd",39,cole-lloyd
1762,"Cole Lloyd And The Commotions",9,cole-lloyd-and-the-commotions
1763,"Cole Nat King",13,cole-nat-king
1764,"Cole Natalie",8,cole-natalie
1765,"Cole Samantha",5,cole-samantha
1766,"Coleman Cy",1,coleman-cy
1767,Coleske,2,coleske
1768,"Collective Soul",73,collective-soul
1769,"Collin Raye",4,collin-raye
1770,"Collins Albert",1,collins-albert
1771,"Collins James M",2,collins-james-m
1772,"Collins Judy",2,collins-judy
1773,"Collins Lui",1,collins-lui
1774,"Collins Phil",5,collins-phil
1775,"Colonel Abrams",1,colonel-abrams
1776,"Colonial Cousins",2,colonial-cousins
1777,"Color Me Badd",6,color-me-badd
1778,"Colorful Leaves",3,colorful-leaves
1779,"Colourful Leaves",3,colourful-leaves
1780,"Coltrane Chi",8,coltrane-chi
1781,"Colvin Shawn",7,colvin-shawn
1782,"Combustible Edison",2,combustible-edison
1783,"Come On Down",1,come-on-down
1784,Comecon,23,comecon
1785,"Comedian Harmonists",3,comedian-harmonists
1786,"Commander Cody",1,commander-cody
1787,Commissioned,4,commissioned
1788,Commitments,2,commitments
1789,Commodores,12,commodores
1790,"Common Children",2,common-children
1791,Communards,1,communards
1792,Compilation,8,compilation
1793,"Comsat Angels",1,comsat-angels
1794,"Concato Fabio",1,concato-fabio
1795,Conception,21,conception
1796,Concords,1,concords
1797,"Concrete Blonde",61,concrete-blonde
1798,"Condemned 84",2,condemned-84
1799,Confessor,9,confessor
1800,Conflict,12,conflict
1801,Congreso,8,congreso
1802,Connells,16,connells
1803,"Connelly Chris",4,connelly-chris
1804,"Connery Sean",1,connery-sean
1805,"Connick Harry Jr",1,connick-harry-jr
1806,"Connie Froboess",1,connie-froboess
1807,"Connolly Billy",1,connolly-billy
1808,"Connor T",2,connor-t
1809,"Conny And Jean",1,conny-and-jean
1810,"Conny Francis",14,conny-francis
1811,"Conny Froboess",2,conny-froboess
1812,"Conny Froebess",1,conny-froebess
1813,"Conny Quick And The Teddybears",1,conny-quick-and-the-teddybears
1814,"Consoli Carmen",23,consoli-carmen
1815,"Consuelo Velazquez",1,consuelo-velazquez
1816,Contagion,6,contagion
1817,"Conte Paolo",17,conte-paolo
1818,"Conti Lynora",2,conti-lynora
1819,Continuum,10,continuum
1820,Contrast,3,contrast
1821,"Control Denied",8,control-denied
1822,"Control Machete",11,control-machete
1823,Convulse,8,convulse
1824,"Conway Deborah",20,conway-deborah
1825,"Cooder Ry",14,cooder-ry
1826,"Cook Barbara",1,cook-barbara
1827,"Cooke Caswell",2,cooke-caswell
1828,"Cookie Monster",1,cookie-monster
1829,"Cool For August",11,cool-for-august
1830,"Coolidge Rita",2,coolidge-rita
1831,Coolio,8,coolio
1832,"Coolio Feat. 30 Thevz",1,coolio-feat-30-thevz
1833,"Cooper Alice",19,cooper-alice
1834,"Cop Shoot Cop",10,cop-shoot-cop
1835,"Cope Cecil R",1,cope-cecil-r
1836,"Copeland Stewart",4,copeland-stewart
1837,Copper,2,copper
1838,"Coppola Imani",1,coppola-imani
1839,Copyright,8,copyright
1840,"Cora And Frank",1,cora-and-frank
1841,"Cora E",1,cora-e
1842,"Corcoran Jim",1,corcoran-jim
1843,"Cordone Nathalie",1,cordone-nathalie
1844,Corey,10,corey
1845,"Corey Heart",2,corey-heart
1846,"Corinna May",1,corinna-may
1847,"Corinne Hermes",1,corinne-hermes
1848,"Corky And The Juice Pigs",1,corky-and-the-juice-pigs
1849,"Corley Al",1,corley-al
1850,"Cormier Gordon",11,cormier-gordon
1851,"Cormier Vicki",1,cormier-vicki
1852,"Cornelius Peter",1,cornelius-peter
1853,"Cornell Chris",1,cornell-chris
1854,Cornershop,1,cornershop
1855,Corona,1,corona
1856,Coroner,28,coroner
1857,"Corringe Michel",3,corringe-michel
1858,"Corrosion Of Conformity",23,corrosion-of-conformity
1859,Corrs,7,corrs
1860,"Corry Brokken",1,corry-brokken
1861,"Cosmix And Ernie",1,cosmix-and-ernie
1862,"Cossette Sylvain",21,cossette-sylvain
1863,"Costa Cordalis",16,costa-cordalis
1864,"Costa Gal",1,costa-gal
1865,"Costa Nica",1,costa-nica
1866,"Costa Nika",1,costa-nika
1867,"Costello Daniel Rae",1,costello-daniel-rae
1868,"Costello Elvis",3,costello-elvis
1869,"Cotton James",1,cotton-james
1870,"Could Be Worse",1,could-be-worse
1871,"Count Raven",29,count-raven
1872,"Counting Crows",104,counting-crows
1874,"Course Of Nature",10,course-of-nature
1875,"Courtney Love",28,courtney-love
1876,"Cousins Tina",1,cousins-tina
1877,Coven,1,coven
1878,Covenant,26,covenant
1879,"Cover Girls",2,cover-girls
1880,"Cow Henry",1,cow-henry
1881,"Cowboy Junkies",10,cowboy-junkies
1882,"Cowboy Mouth",2,cowboy-mouth
1883,Cowsills,3,cowsills
1884,"Cox Deborah",7,cox-deborah
1885,"Cox Peter",2,cox-peter
1886,"Cozy Powell",1,cozy-powell
1887,Cr&#252;xshadows,9,cr-252-xshadows
1888,Cracker,1,cracker
1889,Crackpot,2,crackpot
1890,"Cradle of Filth",51,cradle-of-filth
1891,"Craig David",22,craig-david
1892,Cranberries,98,cranberries
1893,Craneberries,2,craneberries
1894,Crash,2,crash
1895,"Crash Test Dummes",1,crash-test-dummes
1896,"Crash Test Dummies",65,crash-test-dummies
1897,Crashdog,6,crashdog
1898,Crass,40,crass
1899,"Craven Beverly",6,craven-beverly
1900,"Cravin Melon",2,cravin-melon
1901,"Crawford Billy",1,crawford-billy
1902,"Crawford Michael",1,crawford-michael
1903,"Crawford Randy",1,crawford-randy
1904,"Crazy Friendz",7,crazy-friendz
1905,"Crazy Town",13,crazy-town
1906,Cream,40,cream
1907,Creatures,14,creatures
1908,Creed,45,creed
1909,"Creedance Clearwater Revival",2,creedance-clearwater-revival
1910,"Creedence Clearwater Revival",74,creedence-clearwater-revival
1911,Creepmime,18,creepmime
1912,Crematory,53,crematory
1913,"Creme 21",26,creme-21
1914,"Creme De La Creme",2,creme-de-la-creme
1915,"Cretu Michael",5,cretu-michael
1916,"Crimson Glory",38,crimson-glory
1917,"Criss Peter",1,criss-peter
1918,"Cristiani Herv&#233;",1,cristiani-herv-233
1919,"Cristopher Cross",1,cristopher-cross
1920,"Crittenden Melodie",3,crittenden-melodie
1921,Critters,1,critters
1922,Cromok,1,cromok
1923,"Crooks Richard",1,crooks-richard
1924,"Crosby David",3,crosby-david
1925,"Crosby Stills Nash",27,crosby-stills-nash
1926,"Crosby Stills Nash Young",15,crosby-stills-nash-young
1927,Cross,7,cross
1928,"Cross Christopher",4,cross-christopher
1929,"Crosse Clay",17,crosse-clay
1930,"Crow Sheryl",10,crow-sheryl
1931,"Crowded House",43,crowded-house
1932,"Crowell Rodney",1,crowell-rodney
1933,"Crown Of Thorns",20,crown-of-thorns
1934,"Crsah Test Dummies",1,crsah-test-dummies
1935,Cruachan,6,cruachan
1936,Crub,1,crub
1937,Crucified,1,crucified
1938,"Cruel Creator",1,cruel-creator
1939,"Cruel Sea",1,cruel-sea
1940,"Cruise Erin",1,cruise-erin
1941,"Cruise Julee",2,cruise-julee
1942,Crustation,7,crustation
1943,"Cruz Donna",2,cruz-donna
1944,"Cruz Marco",2,cruz-marco
1945,"Crvena Jabuka",2,crvena-jabuka
1946,Cry,9,cry
1947,"Cryptic Slaughter",1,cryptic-slaughter
1948,"Crystal Lewis",8,crystal-lewis
1949,"Crystal Method",10,crystal-method
1950,"Cseh Tam&#225;s",45,cseh-tam-225-s
1951,Csi,42,csi
1952,"Cuarteto De Nos",1,cuarteto-de-nos
1953,Cub,1,cub
1954,"Cuddy Jim",1,cuddy-jim
1955,Cue,1,cue
1956,"Culpepers Orchard",9,culpepers-orchard
1957,Cult,5,cult
1958,"Culture Beat",20,culture-beat
1959,"Culture Club",60,culture-club
1960,"Cultured Pearls",1,cultured-pearls
1961,"Cumbia Solede&#241;a",9,cumbia-solede-241-a
1962,"Cummings Burton",1,cummings-burton
1963,"Curd Jauuml;rgens",2,curd-jauuml-rgens
1964,Cure,182,cure
1965,"Curiosity Killed The Cat",2,curiosity-killed-the-cat
1966,"Curious Fools",1,curious-fools
1967,"Current 93",13,current-93
1968,Curse,1,curse
1969,Cursive,3,cursive
1970,"Curt Hennig",1,curt-hennig
1971,"Curtis Catie",23,curtis-catie
1972,"Curtis Mayfield",1,curtis-mayfield
1973,"Curtis Stiger",1,curtis-stiger
1974,"Curtis Stigers",2,curtis-stigers
1975,Curve,33,curve
1976,"Cutting Crew",13,cutting-crew
1977,"Cutugno Toto",11,cutugno-toto
1978,"Cw Band And The Band",6,cw-band-and-the-band
1979,"Cyndi Lauper",13,cyndi-lauper
1980,Cynic,9,cynic
1981,Cynstar,8,cynstar
1982,"Cyorys Gaze",1,cyorys-gaze
1983,"Cypress Hill",47,cypress-hill
1984,"Cypress Rock But: Parenterol Advisory Explizite Lyriken",1,cypress-rock-but-parenterol-advisory-explizite-l
1985,"Cyprys Arnie",1,cyprys-arnie
1986,"Cyprys Gaze",1,cyprys-gaze
1987,"Cyprys Winkler",1,cyprys-winkler
1988,Cyrkle,1,cyrkle
1989,"Cyrus Billy Ray",5,cyrus-billy-ray
1990,"D I",32,d-i
1991,"D. Bellamy",1,d-bellamy
1992,"D. Thomas",2,d-thomas
1994,"D.c. Talk",1,d-c-talk
1995,"D.j. Bobo",1,d-j-bobo
1996,"D.j. Dave",1,d-j-dave
1997,D.o.a,5,d-o-a
1998,D:a:d,1,d-a-d
1999,D:ream,2,d-ream
2000,D12,7,d12
2001,Da,1,da
2002,"Da Brat",7,da-brat
2003,"Da Luniz",1,da-luniz
2004,"Da Real One",1,da-real-one
2005,"Da Yoopers",1,da-yoopers
2006,Dad,2,dad
2007,Dada,8,dada
2008,Dadi,1,dadi
2009,Daf,28,daf
2010,"Daffy Duck",1,daffy-duck
2011,"Daft Punk",18,daft-punk
2012,Dag,9,dag
2013,"Dag Nasty",20,dag-nasty
2014,"Dagsland Sigvart",11,dagsland-sigvart
2015,"Dahlgren Eva",60,dahlgren-eva
2016,"Dakota Moon",1,dakota-moon
2017,Dalbello,9,dalbello
2018,Dale,3,dale
2019,"Daleka Obala",1,daleka-obala
2020,"Dali   Moon Lips",1,dali-moon-lips
2021,"Daliah Lavi",10,daliah-lavi
2022,Dalida,19,dalida
2023,"Dalla Lucio",8,dalla-lucio
2024,"Dalton Lacy J. And Sousa Beans",1,dalton-lacy-j-and-sousa-beans
2025,"Daltrey Roger",2,daltrey-roger
2026,"Dalvin Degrate",11,dalvin-degrate
2027,Damage,3,damage
2034,"Dan Hill",41,dan-hill
2035,"Dan Mccafferty",22,dan-mccafferty
2036,"Dan Reed Network",1,dan-reed-network
2037,"Dan Silver",1,dan-silver
2038,"Dan Swano",8,dan-swano
2039,Dana,5,dana
2040,"Dana International",7,dana-international
2041,"Dana Lyons",1,dana-lyons
2042,"Dance Hall Crashers",22,dance-hall-crashers
2043,"Dan-dan And J.j",1,dan-dan-and-j-j
2044,"Dandy Warhols",25,dandy-warhols
2045,"Dane Dana",1,dane-dana
2046,Dangelo,2,dangelo
2047,"Danger Danger",1,danger-danger
2048,Dangerous,1,dangerous
2049,"Dangerous Toys",2,dangerous-toys
2050,"Dani H.",1,dani-h
2051,Daniel,1,daniel
2052,"Daniel Bedingfield",9,daniel-bedingfield
2053,"Daniel Boone",1,daniel-boone
2054,"Daniel Ceballos",1,daniel-ceballos
2055,"Daniel David",1,daniel-david
2056,Daniela,1,daniela
2057,"Daniele Pino",9,daniele-pino
2058,"Daniels Charlie",3,daniels-charlie
2059,"Danielsson Kikki",1,danielsson-kikki
2060,Danijela,1,danijela
2061,"Danja Mowf",12,danja-mowf
2062,Dannii,2,dannii
2063,"Dannii Minogue",14,dannii-minogue
2064,"Danny Davis",1,danny-davis
2065,"Danny Kirwan",29,danny-kirwan
2066,"Danny Mann",1,danny-mann
2067,"Danny Mirror",1,danny-mirror
2068,"Danny Wilson",1,danny-wilson
2069,"Dans Home Grown",6,dans-home-grown
2070,"Dante Alana",1,dante-alana
2071,"Dante Thomas",11,dante-thomas
2072,"Danyel Gerard",4,danyel-gerard
2073,"Danzer Georg",1,danzer-georg
2074,Danzig,60,danzig
2075,"Daphne & Celeste",10,daphne-celeste
2076,"Dar Williams",40,dar-williams
2077,"Darby Terence Trent",20,darby-terence-trent
2078,Daredevils,1,daredevils
2079,"Darin Bobby",4,darin-bobby
2080,Darius,11,darius
2081,"Darius Danesh",11,darius-danesh
2082,Dark,18,dark
2083,"Dark Angel",26,dark-angel
2084,"Dark Funeral",19,dark-funeral
2085,"Dark Latin Groove",1,dark-latin-groove
2086,"Dark Millenium",23,dark-millenium
2087,"Dark Opera",5,dark-opera
2088,"Dark Reality",9,dark-reality
2089,"Dark Side Cowboys",29,dark-side-cowboys
2090,"Dark Tranquility",22,dark-tranquility
2091,"Dark Tranquillity",49,dark-tranquillity
2092,Darklands,3,darklands
2093,Darkseed,51,darkseed
2094,Darkside,24,darkside
2095,Darkthrone,33,darkthrone
2096,"Darkwoods My Betrothed",26,darkwoods-my-betrothed
2097,"Darren Hayes",16,darren-hayes
2098,"Darryl Worley",20,darryl-worley
2099,Darts,2,darts
2100,"Daryl Hall",44,daryl-hall
2101,"Daryl Hall And John Oates",8,daryl-hall-and-john-oates
2102,Darzamat,12,darzamat
2103,"Das Auge Gottes",4,das-auge-gottes
2104,"Das Efx",18,das-efx
2105,"Das Gesindel",1,das-gesindel
2106,"Das Ich",16,das-ich
2107,"Das Modul",8,das-modul
2108,"Das Phantom Der Oper",1,das-phantom-der-oper
2109,"Dashboard Confessional",25,dashboard-confessional
2110,Dave,1,dave
2111,"Dave Bolan",1,dave-bolan
2112,"Dave Clark Five",8,dave-clark-five
2113,"Dave Dee",1,dave-dee
2114,"Dave Dudly",1,dave-dudly
2115,"Dave Edmunds",1,dave-edmunds
2116,"Dave Hollister",18,dave-hollister
2117,"Dave Lewis Band",4,dave-lewis-band
2118,"Dave Matthews Band",95,dave-matthews-band
2119,"Dave Steward And Barbara Gaskin",1,dave-steward-and-barbara-gaskin
2120,"Davenport Ndea",1,davenport-ndea
2121,"David Bowie",68,david-bowie
2122,"David Bowie And Mick Jagger",1,david-bowie-and-mick-jagger
2123,"David Bowie And Pat Metheny Group",1,david-bowie-and-pat-metheny-group
2124,"David Byrne",50,david-byrne
2125,"David Cassidy",6,david-cassidy
2126,"David Coverdale",1,david-coverdale
2127,"David Crosby And Phil Collins",1,david-crosby-and-phil-collins
2128,"David Dundas",1,david-dundas
2129,"David Essex",1,david-essex
2130,"David F.r",3,david-f-r-2
2131,"David F.r.",1,david-f-r
2132,"David Garrik",1,david-garrik
2133,"David Gates",1,david-gates
2134,"David Gray",50,david-gray
2135,"David Hasselhoff",8,david-hasselhoff
2136,"David Hasselhoff And Gwen",1,david-hasselhoff-and-gwen
2137,"David Krutzler",1,david-krutzler
2138,"David Lee Murphy",1,david-lee-murphy
2139,"David Lee Roth",1,david-lee-roth
2140,"David Parker",1,david-parker
2141,"David Soul",1,david-soul
2142,"David Usher",20,david-usher
2143,"Davies Marion",1,davies-marion
2144,"Davis Alana",12,davis-alana
2145,"Davis Clifton",1,davis-clifton
2146,"Davis Mac",8,davis-mac
2147,"Davis Skeeter",2,davis-skeeter
2148,Dawn,15,dawn
2149,"Dawn Of Dreams",9,dawn-of-dreams
2150,"Day One",1,day-one
2151,"Dayanti Kris",6,dayanti-kris
2152,"Day-glow Abortions",1,day-glow-abortions
2153,"Dayne Taylor",9,dayne-taylor
2154,"Days of The New",11,days-of-the-new
2155,Daze,5,daze
2156,"Dazz Band",1,dazz-band
2157,"Dc Talk",62,dc-talk
2158,Dctalk,3,dctalk
2159,D-day,1,d-day
2160,"Ddr Nationalhymne",1,ddr-nationalhymne
2161,"De Andre Fabrizio",4,de-andre-fabrizio
2162,"De Barge",1,de-barge
2163,"De Blanc",1,de-blanc
2164,"De Boswachters",1,de-boswachters
2165,"De Dijk",3,de-dijk
2166,"De Gregori Francesco",2,de-gregori-francesco
2167,"De Gregory Francesco",1,de-gregory-francesco
2168,"De Groot Boudewijn",5,de-groot-boudewijn
2169,"De Heideroosjes",1,de-heideroosjes
2170,"De Kast",41,de-kast
2171,"De Kreuners",13,de-kreuners
2172,"De La Soul",1,de-la-soul
2173,"De Larochelliere Luc",1,de-larochelliere-luc
2174,"De Leeuw Paul",1,de-leeuw-paul
2175,"De Moraes Vinicius",5,de-moraes-vinicius
2176,"De Ville Mink",1,de-ville-mink
2177,"De vision",12,de-vision
2178,"De Vita Franco",2,de-vita-franco
2179,"De Wilde Jan",6,de-wilde-jan
2180,"Deacon Blue",17,deacon-blue
2181,"Dead Boys",1,dead-boys
2182,"Dead Can Dance",33,dead-can-dance
2183,"Dead Flowers",13,dead-flowers
2184,"Dead Head",8,dead-head
2185,"Dead Infection",16,dead-infection
2186,"Dead Kennedys",70,dead-kennedys
2187,"Dead Milkmen",27,dead-milkmen
2188,"Dead Mushroom",8,dead-mushroom
2189,"Dead Or Alive",8,dead-or-alive
2190,"Dead Prez",10,dead-prez
2191,"Dead World",4,dead-world
2192,"Dead Youth",5,dead-youth
2193,"Dean Hazell",1,dean-hazell
2194,"Dean Martin",3,dean-martin
2195,"Deana Carter",1,deana-carter
2196,"Deandre Fabrizio",6,deandre-fabrizio
2197,"Deangelo Nino",1,deangelo-nino
2198,Death,41,death
2199,"Death Angel",1,death-angel
2200,"Death Brigade",1,death-brigade
2201,"Death Crimson",2,death-crimson
2202,"Death In June",22,death-in-june
2203,Deathless,7,deathless
2204,Debarge,3,debarge
2205,"Debbie Bone",1,debbie-bone
2206,"Debbie Gibson",3,debbie-gibson
2207,"Debbie Harry",2,debbie-harry
2208,"Deborah Cox",3,deborah-cox
2209,"Deborah Sasson",1,deborah-sasson
2210,"Deborah Sasson And Mcl",1,deborah-sasson-and-mcl
2211,"Deburgh Chris",12,deburgh-chris
2212,Deceased,11,deceased
2213,"Dechant Anne E",11,dechant-anne-e
2214,Deconstruction,1,deconstruction
2215,"Dee C. Lee",1,dee-c-lee
2216,"Dee D. Jackson",2,dee-d-jackson
2217,Deee-lite,17,deee-lite
2218,"Deep Blue Something",9,deep-blue-something
2219,"Deep End",2,deep-end
2220,"Deep Purple",67,deep-purple
2221,"Deep Silence",9,deep-silence
2222,Deepsix,1,deepsix
2223,Deeva,1,deeva
2224,"Def Lepard",11,def-lepard
2225,"Def Leppard",129,def-leppard
2226,Defari,9,defari
2227,Default,11,default
2228,Defecation,7,defecation
2229,Def-gab-c,1,def-gab-c
2230,Deftones,57,deftones
2231,"Degenhard Franz-josef",1,degenhard-franz-josef
2232,"Dehmel And Grothe",2,dehmel-and-grothe
2233,Deicide,35,deicide
2234,"Deine Lakaien",59,deine-lakaien
2235,"Deine Lakeien",1,deine-lakeien
2236,Deinonychus,1,deinonychus
2237,"Del Amitri",52,del-amitri
2238,"Del Shannon",4,del-shannon
2239,"Delaney And Bonnie And Friends",1,delaney-and-bonnie-and-friends
2240,"Delange Ilse",14,delange-ilse
2241,Delegation,2,delegation
2242,Delerium,4,delerium
2243,Delfins,7,delfins
2244,"Delgadillo Fernando",27,delgadillo-fernando
2245,"Delia Erin",3,delia-erin
2246,Delillos,12,delillos
2247,"Delinquent Habits",1,delinquent-habits
2248,Delirious,14,delirious-2
2249,Delirious',35,delirious
2250,Deliverance,20,deliverance
2251,"Deloris And The Sisters",1,deloris-and-the-sisters
2252,"Delta Goodrem",13,delta-goodrem
2253,"Delyle Lucienne",1,delyle-lucienne
2254,"Demartino Michael",6,demartino-michael
2255,"Dement Iris",1,dement-iris
2256,"Demian Lars",1,demian-lars
2257,"Demis Roussos",5,demis-roussos
2258,"Demolition 23",9,demolition-23
2259,Demon,8,demon
2260,"Den Doofen",1,den-doofen
2261,"Den Gale Pose",1,den-gale-pose
2262,"Den Harrow",6,den-harrow
2263,"Denice Williams",1,denice-williams
2264,"Denis Leary",1,denis-leary
2265,"Denise And Jauuml;rgen Renfordt",1,denise-and-jauuml-rgen-renfordt
2266,"Denise Lasalle",1,denise-lasalle
2267,"Dennie Christian",2,dennie-christian
2268,"Dennis Cathy",10,dennis-cathy
2269,"Dennis Wilson",11,dennis-wilson
2270,"Denny Sandy",26,denny-sandy
2271,"Denson Al",7,denson-al
2272,"Denver John",5,denver-john
2273,"Depeche Mode",163,depeche-mode
2274,"Depeche Mode   Rammstein",1,depeche-mode-rammstein
2275,"Der Kongress Tanzt",1,der-kongress-tanzt
2276,"Der Plan",1,der-plan
2277,"Der Rote Faden",1,der-rote-faden
2278,"Der Tobi Und Das Bo",1,der-tobi-und-das-bo
2279,"Der Wolf",2,der-wolf
2280,"Derek And The Dominoes",1,derek-and-the-dominoes
2281,"Derek And The Dominos",2,derek-and-the-dominos
2283,"Deryl Dodd",9,deryl-dodd
2284,Descendents,44,descendents
2285,"Deshannon Jackie",1,deshannon-jackie
2286,"Desmond Decker",1,desmond-decker
2287,"Desperado Clan",2,desperado-clan
2288,Desree,5,desree
2289,"Destenys Child",1,destenys-child
2290,"Destinys Child",28,destinys-child
2291,"Destinys Child Featuring Timberland",1,destinys-child-featuring-timberland
2292,"Destinys Child Featuring Wyclef Jean",1,destinys-child-featuring-wyclef-jean
2293,Destroy,9,destroy
2294,Deth,1,deth
2295,Detritus,10,detritus
2296,"Detroit Marcella",22,detroit-marcella
2297,Deus,15,deus
2298,"Deutsche Nationalhymne (alt)",1,deutsche-nationalhymne-alt
2299,Device,1,device
2300,"Deville Willy",1,deville-willy
2301,Devo,72,devo
2302,Devol,1,devol
2303,Devon,10,devon
2304,Devotion,12,devotion
2305,"Dewa 19",5,dewa-19
2306,"Dexter Freebish",25,dexter-freebish
2307,"Dexys Midnight Runners",1,dexys-midnight-runners
2308,"Deyoung Dennis",2,deyoung-dennis
2309,"D-generation X",1,d-generation-x
2310,"Di Cataldo Massimo",37,di-cataldo-massimo
2311,"Di Leva Thomas",9,di-leva-thomas
2312,"Diab Amr",2,diab-amr
2313,"Diabolical Masquerade",5,diabolical-masquerade
2314,"Diabolos Rising",17,diabolos-rising
2315,"Diamond Neil",1,diamond-neil
2316,"Diamond Rio",54,diamond-rio
2317,"Diana King",12,diana-king
2318,"Diana Krall",50,diana-krall
2319,"Diana Ross",57,diana-ross
2320,"Diana Ross And Lionel Richie",1,diana-ross-and-lionel-richie
2321,"Diana Ross And Lionell Richie",1,diana-ross-and-lionell-richie
2322,"Diaz David",2,diaz-david
2323,"Dicataldo Massimo",1,dicataldo-massimo
2324,"Dick Dietrick And The Nightstandards",1,dick-dietrick-and-the-nightstandards
2325,"Dick Lee",1,dick-lee
2326,Dickies,6,dickies
2327,"Dickinson Bruce",11,dickinson-bruce
2328,"Dicks And Balls",1,dicks-and-balls
2329,"Didi And Abc Boys",5,didi-and-abc-boys
2330,"Didi Robinson",2,didi-robinson
2331,Didjits,1,didjits
2332,Dido,18,dido
2333,"Die 3 Colonias",4,die-3-colonias
2334,"Die 3 Tiroler",1,die-3-tiroler
2335,"Die 3 Zwidern",1,die-3-zwidern
2336,"Die 3. Generation",5,die-3-generation
2337,"Die 4 Apostel",1,die-4-apostel
2338,"Die Abkassierer",1,die-abkassierer
